芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
秋路 しのぶ,あきじ しのぶ,10月6日,福島県福島市,桜の聖母学院高等学校,「奥の細道」,りやこりゃんこ,男役,1992年,
麻希 ゆい,あさき ゆい,7月7日,兵庫県川西市,雲雀丘学園高等学校,知人と相談,ゆい,娘役,1995年,
麻乃 佳世,あさの かよ,9月20日,神奈川県藤沢市,聖園女学院,本名と涼風真世より家族で考案,よしこよっちゃん,娘役,1995年,
飛鳥井 まり,あすかい まり,7月13日,兵庫県宝塚市,百合学院,尊師が命名,はなこ,娘役,2001年,
安城 ありさ,あんじょう ありさ,12月15日,東京都中央区,東京家政大学附属女子高等学校,,ヒトミミチコ,娘役,1999年,後に立花瞳に改名
詩笛 立季,うたぶえ たつき,3月30日,東京都北区,共立女子高等学校,家族で考案,立季立季ちゃんたえちゃん,男役,1990年,
大空 みか,おおぞら みか,8月11日,神奈川県川崎市,国本女子高等学校,尊師が命名,ポロンチャンミカチャン,男役,1989年,
一紗 まひろ,かずさ まひろ,3月28日,東京都墨田区,共立女子高等学校,家族で考案,かず,男役,1997年,
加茂 うらら,かも うらら,4月3日,京都府京都市下京区,ノートルダム女学院高等学校,京都の地名に因み家族で考案,うららさぶちゃん,娘役,1994年,
神田 智,かんだ とも,9月21日,神奈川県横浜市港北区,恵泉女学園,尊師が命名,E-sanMASAKITOMO,男役,1997年,
貴月 あゆむ,きづき あゆむ,6月9日,東京都葛飾区,東京家政学院高等学校,恩師が命名,みみ,男役,2002年,
京極 彩之,きょうごく あやの,10月8日,北海道千歳市,千歳北陽高等学校,家族で考案,クロ,男役,1996年,
香月 麻里,こうづき まり,11月7日,兵庫県宝塚市,宝塚高等学校,姓名判断,かんちゃん,娘役,1997年,
湖城 蘭,こじょう らん,9月27日,兵庫県川西市,兵庫県立川西明峰高等学校,両親と考案,らんちゃん,娘役,1996年,
嵯峨野 ゆり,さがの ゆり,10月22日,京都府京都市右京区,ノートルダム女学院高等学校,出身地に因む,おささゆりちゃん,娘役,1991年,
五月 ふたば,さつき ふたば,5月6日,大阪府豊能郡,聖母被昇天学院高等学校,誕生月より尊師が命名,すどーちゃん,娘役,1993年,娘は風羽咲季
汐風 幸,しおかぜ こう,5月24日,東京都目黒区,青山学院中等部,家族で考案,Kohこうちゃん,男役,2003年,
しのぶ 紫,しのぶ むらさき,10月14日,兵庫県神戸市垂水区,神戸松蔭女子学院,,しのぶ,娘役,2006年,
紫鳳 あけの,しほう あけの,9月25日,兵庫県西宮市,芦屋女子高等学校,家族で考案,あけのときちゃん,男役,1994年,後に娘役に転向
白城 あやか,しらき あやか,9月27日,東京都足立区,十文字学園,,あやみきちゃん,娘役,1997年,
涼里 有花,すずさと ゆうか,6月3日,東京都大田区,田園調布雙葉高等学校,本名より一文字取る,ゆうか,娘役,1997年,
鈴音 りら,すずね りら,12月2日,青森県五所川原市,五所川原高等学校,尊師が命名,りら,男役,1994年,
立木 みえ,たちき みえ,11月17日,東京都世田谷区,富士見丘高等学校,,みえポンコ,男役,1989年,
時 由布花,とき ゆうか,6月10日,大阪府箕面市,大阪府立北野高等学校,誕生日（時の記念日）本名,ゆん,娘役,1994年,
渚 あき,なぎさ あき,1月28日,兵庫県神戸市東灘区,芦屋女子高等学校,故郷の海本名,あきこあきちゃん,娘役,2003年,
七海 光,ななみ ひかる,10月27日,兵庫県神戸市東灘区,神戸海星女子学院高等部,尊師が命名,なおちゃん,男役,1991年,
初風 緑,はつかぜ みどり,11月8日,東京都世田谷区,実践女子学園高等学校,初風諄が命名,がいち,男役,2005年,
花丘 美幸,はなおか みゆき,2月10日,兵庫県宝塚市,甲南女子高等学校,尊師が命名,てんこ,娘役,1996年,
花園 ゆかり,はなぞの ゆかり,8月22日,京都府京都市中京区,ノートルダム女学院,,きっこ,娘役,1994年,
はやせ 翔馬,はやせ しょうま,12月16日,東京都町田市,関東女子高等学校,家族で考案,しょうまくんとしちゃん,男役,1994年,母は瀬戸みちる父は江藤慎一
妃宮 玲子,ひみや れいこ,9月24日,埼玉県大宮市,大宮西高等学校,好きな字を組み合わせる,くにこ,娘役,1995年,
二葉 かれん,ふたば かれん,1月6日,神奈川県藤沢市,神奈川県立大楠高等学校,友人が命名,かれんまみポヨ,娘役,2001年,
帆月 みを,ほづき みお,12月23日,神奈川県,田園調布雙葉高等学校,吉行淳之介が命名,オーちゃん,男役,1992年,
舞路 はるか,まいじ はるか,6月11日,神奈川県横浜市鶴見区,神奈川学園,伯父・菅沼潤が命名,ひーこ,娘役,1997年,
真地 ありさ,まち ありさ,10月4日,東京都練馬区,順心女子学園,母の芸名,なおみ,娘役,1996年,
松平 瑠美,まつだいら るび,7月3日,東京都品川区,森村学園,伯母（寿美花代）が命名,だーたんるび,男役,1996年,
美郷 真也,みさと まや,8月8日,東京都豊島区,順心女子学園,両親と考案,まりえまりえった,男役,2008年,
水城 なつみ,みずしろ なつみ,2月29日,大阪府東大阪市,樟蔭高等学校,尊師が命名,みかこみかちゃん,男役,1991年,
美々 杏里,みみ あんり,9月2日,大阪府大阪市鶴見区,大阪信愛女学院高等学校,ビビアン・リーを捩って家族で考案,ちずちずぴょん,娘役,2005年,
森奈 みはる,もりな みはる,3月16日,埼玉県川越市,堀越高等学校,本名,みはる,娘役,1995年,
和央 ようか,わお ようか,2月15日,大阪府大阪市天王寺区,大阪帝塚山学院,,たかちゃんたかこ,男役,2006年,
