芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
青空 はるか,あおぞら はるか,3月18日,大阪府大阪市東住吉区,金蘭会高等学校,,めーちゃん,男役,1987年,後に薫はるかに改名後に娘役に転向
碧海 蓮,あおみ れん,8月3日,東京都港区,東京聖心インターナショナル・スクール,野坂昭如が命名,レンちゃん,男役,1986年,
灯 奈美,あかり なみ,1月3日,埼玉県さいたま市,浦和明の星女子高等学校,,よっこ,娘役,2008年,
秋月 志保,あきづき しほ,7月13日,大分県佐伯市,梅花学園高等学校,家族で考案,みよちゃん,娘役,1985年,
いつき 吟夏,いつき ぎんか,2月2日,愛知県岡崎市,岡崎高等学校,尊師が命名,めんたん太郎ちゃん,男役,1991年,
乙原 愛,おとはら あい,8月19日,神奈川県藤沢市,湘南高等学校,母と考案,のんの,娘役,1993年,
風見 玲央,かざみ れお,2月18日,山梨県甲府市,山梨英和学院高等学校,自分で考案,マッチ,男役,1992年,
桂 あさひ,かつら あさひ,6月5日,神奈川県横浜市,横浜市立希望ヶ丘中学校,家族で考案,みわこ,娘役,1989年,
今日 舞子,きょう まいこ,6月5日,東京都杉並区,千代田学園,家族で考案,めぐ,娘役,1989年,
草の芽 もゆ,くさのめ もゆ,11月15日,埼玉県さいたま市,浦和第一女子高等学校,尊師が命名,ゆかりちゃんもーも,男役,1989年,
栗原 麗子,くりはら れいこ,8月26日,福岡県福岡市中央区,九州女子高等学校,家族で考案,サーちゃん,娘役,1987年,
九重 はるか,ここのえ はるか,8月26日,大阪府寝屋川市,四条畷高等学校,,たまみ,娘役,1996年,
沢渡 三起,さわたり みき,11月26日,大阪府豊中市,芦屋女子高等学校,,ゆき,男役,1988年,
汐音 真実,しおね まこと,9月29日,宮崎県宮崎市,宮崎西高等学校,家族で考案,ツルちゃんつるた,男役,1989年,
詩乃 優花,しの ゆか,4月26日,大阪府堺市,泉北高等学校,本名,さっちんさっちゃんしの,娘役,1998年,
星 沙紀帆,せいさ きほ,12月15日,和歌山県和歌山市,武庫川高等学校,両親と考案,カッキー,男役,1989年,
大輝 ゆう,だいき ゆう,4月20日,京都府京都市右京区,平安女学院高等学校,尊師が命名,ごんちゃんダイキ,男役,1990年,
高城 叶,たかじょう かのう,3月10日,大阪府東大阪市,東大阪市立南高等学校,出身地,かんのんさま,男役,1991年,
高 梨順,たかなし じゅん,7月14日,神奈川県相模原市,高木学園,家族で考案,キム,男役,1990年,
宝樹 芽里,たからぎ めり,4月15日,神奈川県横浜市港南区,神奈川県立野庭高等学校,家族で考案,メリ,男役,1995年,妹は宝樹彩
夏生 かおり,なつお かおり,7月10日,東京都世田谷区,聖ドミニコ学園,家族で考案,かおちゃん,娘役,1990年,
夏妃 真美,なつき まみ,8月3日,千葉県千葉市,共立女子学園,尊師が命名,ますみちゃん,娘役,1997年,
夏海 はるか,なつみ はるか,7月27日,千葉県流山市,松戸高等学校,父が考案,ナッツ,娘役,1987年,
夏 峰千,なつみね せん,12月9日,大阪府堺市,鳳高等学校,尊師が命名,せんちゃん,男役,1989年,
夏目 佳奈,なつめ かな,10月7日,大阪府大阪市大淀区,甲南女子学園高等学校,姓名判断,カヨちやんかな,娘役,1992年,
虹園 春美,にじぞの はるみ,11月9日,大阪府豊中市,武庫川学院,尊師が命名,のりちゃん,娘役,1988年,
羽 衣蘭,はごろも らん,7月1日,兵庫県宝塚市,仁川学院高等学校,両親と考案,ミホchanミポリン,娘役,1994年,
花景 美妃,はなかげ みき,5月13日,東京都杉並区,白百合学園,父が命名,マーちゃんマオちゃん,娘役,1986年,
羽根 知里,はね ちさと,5月16日,大阪府大阪市西淀川区,神戸松蔭女子学院,尊師が命名,はねちゃんみゆき,娘役,1993年,
日色 由佳理,ひいろ ゆかり,7月14日,大阪府堺市,大谷学園東大谷高校,ヒーロー（英雄）になれるように,ヒイロあっちゃん,男役,1987年,
真代 朋奈,ましろ ともな,7月2日,埼玉県朝霞市,埼玉県立朝霞西高等学校,知人が命名,ヨシノ,男役,1995年,
松風 良,まつかぜ りょう,3月7日,神奈川県横浜市戸塚区,聖園女学院,家族で考案,りょう,男役,1991年,
万里 柚美,まり ゆずみ,1月29日,大阪府東大阪市,大阪女子学園,万里弥生より貰って命名,ユズミユズ長,娘役,,
紫 とも,むらさき とも,1月24日,東京都大田区,玉川聖学院,本名,ともちゃんとんちゃん,娘役,1994年,
弥生 みつき,やよい みつき,7月24日,埼玉県加須市,春日部女子高等学校,順みつきが命名,マキモグ,娘役,1988年,
悠 みさ緒,ゆう みさお,9月4日,大阪府枚方市,平安女子学院高等学校,尊師が命名,ゆっち,男役,1988年,
雪原 千苗,ゆきはら ちなえ,8月23日,兵庫県芦屋市,甲南女子高等学校,家族で考案,ちなえちなこ,娘役,1991年,
雪邑 響子,ゆきむら きょうこ,7月9日,青森県弘前市,弘前南高等学校,家族で考案,りかこゆきんこ,娘役,1989年,
蘭 玲花,らん れいか,12月6日,大阪府交野市,大阪府立四条畷高等学校,本名好きな花,れいか,娘役,1994年,
若木 萌,わかき もえ,9月21日,大阪府豊中市,豊中市立第三中学校,両親と考案,みきみきどん,男役,1992年,
若草 葉子,わかくさ ようこ,6月4日,大阪府堺市,プール学院高等学校,尊敬する人が命名,みどりみどそ,娘役,1988年,
和 光一,わこう はじめ,9月14日,大阪府豊能郡,宣真学園高等学校,尊師が命名,オーコはじめ,男役,1993年,
