芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
小糸 しくれ,こいと しくれ,2月16日,兵庫県尼崎市,塚口中学校,梅田健一が命名,キンコキ,,1968年,
小町 有紀,こまち ゆき,11月14日,兵庫県神戸市,松蔭女子高等学校,,イクちゃん,,1966年,
桜万 知子,さくら まちこ,3月13日,兵庫県神戸市,山手学園,初代・水谷八重子が命名,オケイちゃん,,1968年,
三條 綾子,さんじょう あやこ,12月5日,兵庫県神戸市,松蔭高等学校,神代錦一家が命名,悦ちゃん,,1968年,夫は元俳優の早川恭二
芝 杏子,しば きょうこ,1月1日,京都府京都市,京都女子学園,,ヨッコ,,1964年,
島美 千瑠,しま みちる,5月22日,東京都,村田女子商業高等学校,,タンコ,,1968年,改名後・島千景（しま ちかげ）
白鳩 万里子,しらはと まりこ,1月23日,東京都,東横学園,,マリ子ちゃん,,1961年,
鈴鹿 真弓,すずか まゆみ,12月6日,大阪府大阪市,横浜桜ガ丘高等学校,先祖の名前,ター坊美津代ちゃん,,1961年,俳優・高橋悦史夫人俳優・高橋光代
諏訪 翠,すわ みどり,2月21日,兵庫県神戸市,松蔭女子学院,地名に因む,ノブちゃん,,1972年,改名後・諏訪みどり（すわ みどり）
園 真澄,その ますみ,10月1日,和歌山県,甲陵中学校,家族で考案,ジャン,,1963年,
滝口 小百合,たきぐち さゆり,5月31日,岡山県岡山市,松蔭女子学院,本名,さゆり,,1963年,
竜田 錦,たつた にしき,12月23日,東京都,日本大学付属第二中学校,百人一首,ビーバー,,1968年,
巽 洋子,たつみ ようこ,2月15日,大阪府吹田市,梅花学園,,ヤマちゃんヤーコ,,1968年,改名後・巽弘季（たつみ ひろき）
珠里 美佐,たまざと みさ,7月8日,大阪府大阪市,甲子園学院,家族が命名,みどりササやん,,1964年,夫は阿古健
椿 絵馬,つばき えま,9月22日,東京都,恵泉女子学園高等部,三島由紀夫が命名,ベビーきょうこちゃん,,1962年,
常夏 めぐみ,とこなつ めぐみ,7月9日,大阪府,高津高等学校,尊師が命名,かよちゃん,,1966年,
十和三 千代,とわ みちよ,5月14日,大阪府大阪市,四条畷学園,兄が命名,オタカ,娘役,1964年,妹は美保川千里・高宮沙千姪は高宮千夏・高宮里菜
七色 春香,ないろ はるか,9月16日,東京都,東京女学館,親類が命名,チンヤさんキーちゃん,,1964年,声楽教室「虹の会」を主宰し、長年宝塚音楽学校受験支援などに取り組む
直木 玉実,なおき たまみ,3月27日,神奈川県横浜市,松蔭女子学院,,タッちゃん,,1968年,改名後・真木たまみ（まさき たまみ）
夏川 真巳,なつかわ まみ,10月3日,兵庫県神戸市,神戸山手学園,,がん子,,1965年,
七浦 匡子,ななうら きょうこ,6月10日,兵庫県神戸市,山手学園,母の出生地に因む,テルちゃん,,1970年,
南条 美穂,なんじょう みほ,12月27日,大阪府大阪市,南中学校,父の芸名,オスギ,娘役,1968年,娘は未涼亜希
羽衣 悠子,はごろも ゆうこ,9月14日,東京都,桜蔭高等学校,古今集,トコちゃんリボンちゃん,娘役,1963年,
初風 諄,はつかぜ じゅん,9月11日,東京都,山脇学園,初風のようにいつまでも新鮮でありたい,カンちゃん,男役,1976年,後に娘役に転向俳優義弟は田淵幸一
花久 仁子,はな くにこ,10月12日,兵庫県神戸市,山手学園,花柳章太郎が命名,クニちゃんシバちゃん,,1968年,2代目尾上菊之丞夫人
浜 由理子,はま ゆりこ,3月14日,東京都,梅花学園,姉の芸名,ノッコ,,1963年,姉は浜木綿子甥は香川照之
羽山 紀代美,はやま きよみ,1月11日,大阪府大阪市,昭和中学校,本名の名付け親の宮司が命名,マコちゃん,娘役,1973年,宝塚歌劇団振付家
久松 千之,ひさまつ ちの,9月18日,京都府京都市,京都女子学園,父が選定,ヒコちゃん,,1962年,姉は大和瑞穂
姫 由美子,ひめ ゆみこ,11月27日,熊本県,尚絅高等学校,「姫」は好きで、本名との組み合わせ,お母さんノンちゃんユミちゃん,,1970年,
藤 真由美,ふじ まゆみ,12月16日,兵庫県尼崎市,尼崎高等学校,好きな色・藤色,エミコさん,,1969年,
紅園 ゆりか,べにぞの ゆりか,2月9日,兵庫県芦屋市,海星女子学院,,ユーチンユーちゃん,,1967年,
真樹 さぎり,まさき さぎり,4月15日,大阪府大阪市,夕陽が丘高等学校,尊師が命名,クッキー,,1964年,
松川 ひとみ,まつかわ ひとみ,6月28日,兵庫県神戸市,本山中学校,本名より尊師が命名,マッちゃん,,1963年,
真 理薫,まり かおる,12月17日,京都府,家政学園,,マリー,,1969年,
美樹 ちさと,みき ちさと,8月21日,大阪府大阪市,住吉学園高等科,本名,美也子ベル,,1966年,
南 かほり,みなみ かおり,11月25日,神奈川県,大東学園,父が考案,サコ,,1963年,
美波 耀子,みなみ ようこ,3月21日,東京都,法政大学女子高等学校,,オコちゃん,,1964年,
源 光,みなもと ひかる,1月31日,京都府京都市,郁文校,,イッちゃん,,1965年,改名後・水那月みつる（みなづき みつる）姉は寿ますみ
明星 瑠美,みょうじょう るみ,8月19日,兵庫県神戸市,上野中学校,スターの象徴として、縁起の良い明星,エツちゃん,,1964年,
森 恵麻,もり えま,9月12日,大阪府大阪市,聖母女学院,,火星ちゃん,,1963年,
椰子 夏実,やし なつみ,1月30日,青森県,西宮高等学校,,ユッコ,,1965年,姉は百重都
八城 麻里,やしろ まり,12月7日,中華人民共和国天津市,桜塚高等学校,,ペココダンちゃん,,1964年,
八牧 郁美,やまき とみ,1月2日,京都府京都市,同志社女子高等学校,出身地に因む,デコちゃん,,1964年,
夢路 うらら,ゆめじ うらら,11月30日,大阪府布施市,樟蔭学園,尊師が命名,ノリちゃん,,1963年,
蘭 るり子,らん るりこ,10月18日,東京都,女子美術大学附属高等学校,父が命名,ユミちゃん,,1963年,
麗 たつみ,れい たつみ,6月15日,東京都,跡見学園高等部,,ヨーコさんアニキ,,1964年,改名後・朝雲たつみ（あさぐも たつみ）
若 みゆき,わか みゆき,6月28日,中華人民共和国上海特別市,神戸海星女子学院,川喜多かしこが命名,コンちゃんみゆき,娘役,1967年,夫は政治家の鳩山由紀夫
若草 このみ,わかくさ このみ,3月24日,東京都,順心学園,星美沙の母が命名,やっちゃんタケちゃん,,1962年,
若原 美千,わかはら みち,9月16日,大阪府大阪市,相愛学園高等部,白井鐵造が命名,イチコちゃん,娘役,1966年,母は御影園子
和晃 えりか,わこう えりか,4月3日,千葉県,桜木中学校,家族で命名,ビックスミッチー,男役,1964年,娘は百花沙里
