芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
朱鷺 のぼる,とき のぼる,8月8日,東京都中野区,四谷商業高等学校,,オシバジャンプシバ,男役,1980年,
奈樹 まさみ,なぎ まさみ,1月26日,大阪府大阪市大淀区,桜塚高等学校,日本舞踊名取名,ししょうまさみ,娘役,1983年,日本舞踊・坂東雅実
奈 知優,なち まさる,8月16日,大阪府,宣真学園,,ナチ,男役,1977年,
夏川 ゆかり,なつかわ ゆかり,7月11日,兵庫県西宮市,被昇天学園,,キーきいこ,娘役,1981年,
夏城 淳,なつき じゅん,6月17日,東京都町田市,日本大学附属桜丘高等学校,,ジュン,男役,1979年,母は水町のぶ子妹は雪城まどか
花篠 まり恵,はなじょう まりえ,3月17日,東京都港区,立教女学院,,ヒサエちゃん,娘役,1980年,
花宮 らら,はなみや らら,11月7日,岡山県和気郡,西宮高等学校,明るく花のように,らら,娘役,1983年,
火の鳥 美奈,ひのとり みな,1月9日,兵庫県西宮市,西宮高等学校,火の鳥のような情熱とはばたき,オーシャン,男役,1987年,後に娘役に転向義妹は愛田まち
星月 美砂,ほしづき みさ,12月2日,大阪府大阪市北区,神戸松蔭女子学院,尊師が命名,オクちゃんトコちゃん,娘役,1979年,
穂高 真理,ほだか まり,11月26日,愛知県名古屋市千種区,宝塚中学校,,リッペ,娘役,1980年,
麻泉 沙里,まいずみ さり,7月25日,兵庫県神戸市東灘区,神戸山手学園,,オシノ,娘役,1984年,日本舞踊・藤間勘姿之父は夢路いとし叔父は喜味こいし
摩耶 みつほ,まや みつほ,3月25日,東京都世田谷区,小野学園,摩耶山,ガンちゃん,男役,1981年,日本舞踊・藤間勘誉枝
麻由 なつみ,まゆ なつみ,2月5日,大阪府,豊中第六中学校,,デン,娘役,1984年,
瑞城 聖,みずき せい,8月7日,大阪府大阪市天王寺区,天王寺中学校,,ドレミ,男役,1982年,
美舟 幸,みふね さち,2月18日,兵庫県神戸市灘区,沖縄県立小禄高等学校,本名,ミフネ,男役,1980年,母は月空美舟
美代 かほり,みよ かおり,3月29日,兵庫県宝塚市,長尾中学校,尊師が命名,キヨミちゃん,娘役,1981年,
優 ひかり,ゆう ひかり,6月22日,大阪府大阪市,梅花学園,本名,スズエ,娘役,1982年,妹は真琴愛（63期）、関岡香俳優
梨花 まなみ,りか まなみ,10月21日,大阪府大阪市東区,帝塚山中学校,家族で考案,ユーコちゃん,娘役,1980年,
礼 さぎり,れい さぎり,3月1日,兵庫県神戸市兵庫区,武庫川学院,自分で決定,さぎり,男役,1978年,
若葉 ひろみ,わかば ひろみ,4月29日,大阪府豊中市,大阪樟蔭学園,,ひとみひとちゃん,男役,1985年,後に娘役に転向俳優
