芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
愛川 麻貴,あいかわ まき,2月23日,大阪府大阪市,帝塚山学院,尊師が命名,まき,男役,1992年,日本舞踊・花柳萩川
青柳 有紀,あおやぎ ゆき,3月11日,愛知県名古屋市,椙山女学園,,みどりミーユキやん,娘役,1986年,
明石 昇,あかし のぼる,10月12日,東京都,江戸川高等学校,,オギ,男役,1981年,
秋篠 美帆,あきしの みほ,7月18日,東京都墨田区,山脇学園,秋篠寺,まさえまーちゃん,娘役,1987年,俳優
あすな 花梨,あすな かりん,11月13日,東京都新宿区,文京高等学校,,かりん,娘役,1983年,
杏東 なち,あんどう なち,10月27日,大阪府,養精中学校,自分で考案,アン,男役,1980年,
麗 たまき,うらら たまき,12月5日,台湾,東園田中学校,本名（侯麗文）,れいちゃん,男役,1985年,改名後・麗たまき（れい たまき、1979年）
薫 怜奈,かおる れな,1月24日,兵庫県宝塚市,松蔭女子学院,本名,カオルたうち,男役,1981年,
加彩 りか,かさい りか,8月30日,埼玉県さいたま市,雲雀ヶ丘学園中学校,家族で決定,りかちゃん,娘役,1982年,宝塚音楽学校バレエ講師・鈴木里佳スズキ・バレエアート・スタジオ代表
柏木 けい,かしわぎ けい,12月16日,神奈川県横浜市,捜真女学校,尊師が命名,サッサ,男役,1981年,
葛城 ゆい,かつらぎ ゆい,1月5日,大阪府箕面市,箕面高等学校,,ちゃら,娘役,1984年,俳優
上代 粧子,かみしろ しょうこ,1月26日,東京都,山脇学園,,ピヨコピヨチャンショウコチャン,娘役,1988年,
加茂川 志ぶき,かもがわ しぶき,3月15日,大阪府,成徳学園高等学校,京都の象徴の川、静かな流れの中に躍動を現した,ミズノアッコ,男役,1985年,
北 いずみ,きた いずみ,8月8日,東京都中野区,白百合学園,尊師が命名,いずみちゃん,娘役,1987年,
絹 なみ紀,きぬ なみき,9月9日,東京都世田谷区,中野区立第五中学校,知人が命名,キヌちゃんナミキ,娘役,1982年,
草笛 雅子,くさぶえ まさこ,7月18日,兵庫県神戸市北区,神戸北高等学校,叔母が命名,まさこブラッキー,娘役,1985年,俳優叔母は草笛美子
渓 夏子,けい なつこ,11月6日,東京都新宿区,豊島岡女子学園,尊師が命名,イクミ,男役,1982年,
弦 さやか,げん さやか,11月12日,兵庫県神戸市,本山中学校,,キヨコマルコさやか,男役,1986年,
郷 真由加,ごう まゆか,11月18日,広島県福山市,福山暁の星女子高等学校,家族で考案,サイコ,男役,1988年,俳優
胡蝶 舞花,こちょう まいか,1月31日,大阪府,大阪信愛女学院,,けいこルル,娘役,1983年,
このみ 芝麻,このみ しま,3月28日,東京都港区,共立女子中学校,,トモコ,男役,1982年,
紫苑 ゆう,しおん ゆう,3月25日,兵庫県神戸市,兵庫県立御影高等学校,,シメナッちゃん,男役,1994年,宝塚音楽学校演劇講師
芹名 香草,せりな かぐさ,4月24日,大阪府大阪市住吉区,住吉中学校,知人が命名,なおみ,娘役,1982年,
高原 るみ花,たかはら るみか,6月17日,長野県上伊那郡,伊那弥生ヶ丘高等学校,祖父と父が考案,ウラちゃん,男役,1987年,
匠 鴻,たくみ こう,1月30日,大阪府大阪市,夙川学院,いつまでも努力して芸の道に羽搏くように,チーちゃんコーちゃんポパイ,男役,1982年,タレント西田和昭前夫人
竹城 琴絵,たけしろ ことえ,3月5日,奈良県,大阪女子学園,日限地蔵が命名,カズちゃんコトエちゃんカンコ,娘役,1984年,
珠 みゆき,たま みゆき,12月17日,大阪府吹田市,相愛学園,,ラビ,娘役,1982年,俳優・藤川真千子
千夏 さゆり,ちなつ さゆり,11月19日,東京都,雙葉高等学校,尊師が命名,マリちゃん,娘役,1981年,
翼 ひかる,つばさ ひかる,7月25日,大阪府茨木市,武庫川学院,希望に向かって羽搏くように,ひかるちゃんつばさ,娘役,1985年,妹は翼悠貴・福間未紗弟は福間創
翼 悠貴,つばさ ゆうき,1月11日,大阪府茨木市,武庫川学院,夢と希望があるから,ムッちゃん,男役,1985年,姉は翼ひかる弟は福間創俳優・福麻むつ美
渚 りら,なぎさ りら,3月5日,東京都,共立女子高等学校,家族で考案,ももちゃん,娘役,1981年,
にしき 望結,にしき もゆ,4月30日,鹿児島県鹿児島市,錦江湾高等学校,,とりもゆ,男役,1982年,
仁科 有理,にしな ゆり,12月2日,神奈川県横浜市,青山中学校,尊敬する人が命名,ニナちゃんはんみ,娘役,1990年,俳優
花 佳世乃,はな かよの,12月28日,東京都,恵泉女学園,家族で考案,リッコ,娘役,1980年,
花田 あい,はなだ あい,9月28日,東京都港区,共立女子高等学校,母が考案,エツコエッちゃん,娘役,1982年,
柊 和希,ひいらぎ かずき,2月10日,大阪府茨木市,南中学校,自分の希望に向かって真っすぐに進んで行く,かずきかっちゃんとみきち,男役,1988年,改名後・幸和希（こう かずき）俳優
ひびき 美都,ひびき みと,7月8日,福岡県福岡市中央区,福岡女学院高等学校,家族で考案,キャルかおるちゃん,娘役,1991年,日本舞踊・藤間勘翔
