芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
明路 尋美,あけじ ひろみ,7月23日,兵庫県西宮市,園田学園高等学校,自分で命名,リョウちゃん,,1962年,
曙 陽子,あけぼの ようこ,1月1日,兵庫県神戸市,神戸市立鷹匠中学校,初代・尾上さくらが命名,ミッちゃん,,1963年,
朝香 久美,あさか くみ,1月30日,三重県四日市市,伊丹高等学校,,静香ちゃん,,1965年,
朝風 翠,あさかぜ みどり,5月31日,東京都,三輪田学園,山田耕筰が命名,エミちゃん,,1960年,
鮎 まち子,あゆ まちこ,2月20日,大阪府大阪市,大谷中学校,新鮮に舞台を泳いで精進と、自然に到来する好機を待つ心,マチコちゃん,,1963年,
海原 ひろみ,うなばら ひろみ,4月1日,香川県坂出市,坂出実修高等学校,尊師が命名,ツルちゃん,,1963年,
絵島 暁美,えじま あけみ,5月6日,兵庫県神戸市,中華同文学校,「絵島生島」より教師が命名,ミッチンミチ,,1961年,
追風 八千帆,おいかぜ やちほ,4月13日,大阪府,大阪市立南中学校,宝とも子の本名を貰う,,,1957年,
丘 菜穂子,おか なほこ,4月21日,東京都,京華女子学園,,オキヨオセキ,,1962年,
織 千重子,おり ちえこ,9月18日,兵庫県,甲南学園,,サチエちゃん,,1961年,
春日 京子,かすが きょうこ,11月29日,大阪府,帝塚山学園,奈良に因む,茂ちゃん,,1966年,
神路 千鶴,かみじ ちづる,11月20日,東京都,普連土学園高等学校,,クリちゃん,,1974年,
京 一女,きょう かずめ,3月12日,兵庫県西宮市,甲南女子学園,天津乙女が命名,タケちゃん,,1960年,
京風 美千代,きょうかぜ みちよ,12月1日,京都府京都市,京都女子学園,出生地・京都に因み両親が命名,エコヨ,,1961年,
九条 和子,くじょう かずこ,6月6日,東京都,法政大学女子高等学校,奈良の母の生家の姓を貰い、聖徳太子の和の精神を心として芸道に勤しみたい,カッちゃん,,1963年,
九重 咲子,ここのえ さきこ,11月16日,大阪府池田市,梅花学園,百人一首,フヨウちゃん,,1969年,
寿 ますみ,ことぶき ますみ,5月13日,京都府京都市,華頂女子学園,本名,ヒサコちゃん,,1964年,
小文字 まり,こもんじ まり,8月21日,福岡県小倉市,福岡県立小倉西高等学校,出身地に因み,ムッちゃん,,1961年,
桜川 洋子,さくらがわ ようこ,1月18日,東京都,青山学院,,くみ子,,1966年,
桜野 弥生,さくらの やよい,7月4日,岡山県津山市,津山市立北中学校,父が童謡の中より命名,トッちゃん,,1958年,
五月 恵子,さつき けいこ,5月19日,東京都,立教女学院,誕生日,ホッちゃん,,1959年,
里乃 美子,さとの よしこ,5月1日,大阪府大阪市,大阪府立桜塚高等学校,池田の里の美しい子,フミちゃんシンちゃん,,1960年,
佐山 智子,さやま ともこ,4月14日,東京都,順心女子学園,家族で相談,トモちゃん,,1960年,
白河 菜穂美,しらかわ なおみ,2月28日,広島県広島市,ノートルダム清心学園,本名に因む,ナオさん,,1959年,
須磨 なぎさ,すま なぎさ,1月5日,広島県呉市,伊丹市立伊丹高等学校,美しい須磨の海辺に打ち寄せるさざ波,ペコ,,1970年,
瀬戸 みちる,せと みちる,8月16日,広島県,広島大学附属高等学校,瀬戸内海に因む,クワちゃん,,1961年,夫は江藤慎一、娘ははやせ翔馬
苑 千果子,その ちかこ,8月4日,愛知県岡崎市,聖母女学院高等学校,,チーちゃん,,1961年,画家・大久保千尋
鷹取 まき子,たかとり まきこ,9月5日,兵庫県神戸市,青山学院高等部,出生地に因む,マツコ,,1963年,
高野 深雪,たかの みゆき,10月6日,東京都,宣真学園,父が命名,とも子ちゃん,,1965年,
