芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
愛奈 まゆき,あいな まゆき,11月23日,大阪府大阪市,成蹊学園,好きな字を集める,もっちまゆき,娘役,1984年,
愛原 さゆ美,あいはら さゆみ,9月23日,東京都,桜蔭高等学校,,さゆみちゃん,娘役,1982年,
葵 美哉,あおい みや,6月3日,宮崎県宮崎市,宮崎女子高等学校,両親と考案,ありんこありりん,男役,1998年,
暁 美里,あかつき みさと,3月20日,大阪府豊中市,梅花高等学校,,くわ,娘役,1982年,
麻川 美紗,あさかわ みさ,1月1日,大阪府大阪市,被昇天学園高等学校,両親が考案,ハム,娘役,1980年,
朝日奈 光,あさひな ひかる,11月5日,埼玉県秩父市,熊谷女子高等学校,知人が命名,ハッタン,男役,1984年,
葦笛 るか,あしぶえ るか,11月29日,大阪府池田市,恵泉女学園,両親と考案,るかキミコ,娘役,1980年,母は千代薫伯母は大路三千緒宝塚大劇場近くでジュエリー・宝塚関連オリジナル商品・輸入玩具の販売店を経営
梓 のぼる,あずさ のぼる,11月4日,東京都,佼成学園女子高等学校,,ユミアズサ,男役,1985年,夫は金田賢一義父は金田正一姑は雅章子
麻生 いず美,あそう いずみ,11月11日,大阪府大阪市,神戸海星女子学院,家族で考案,シンコまきちゃん,男役,1982年,
あづみ れいか,あづみ れいか,8月22日,大阪府大阪市,桜宮高等学校,家族で考案,プッチ,男役,1988年,俳優・小説家
彩 辰美,あや たつみ,12月20日,東京都中央区,麹町学園女子高等学校,尾上辰之助が命名,ちえちゃんちいぼうソーマッチ,娘役,1986年,父は歌舞伎役者・7代目市川門之助弟は歌舞伎役者・8代目市川門之助
ありす 未来,ありす みき,10月18日,大阪府大阪市,文の里中学校,家族で考案,ちかげ,娘役,1987年,母は百合小夜子叔母は浦島歌女
一城 けん,いちじょう けん,2月24日,大阪府,東京大阪女学院,父が考案,いちこ,男役,1980年,
いづき 結花,いづき ゆか,9月28日,大阪府,狭山中学校,,ユカ,男役,1980年,
旺 なつき,おう なつき,6月19日,岡山県倉敷市,倉敷青陵高等学校,家族で考案,ロム,男役,1985年,姪は叶千佳
叶 るい,かのう るい,9月7日,東京都,山脇学園,尊敬する人が命名,ユッコ,男役,1980年,
古都 ちはる,こと ちはる,12月1日,京都府京都市,家政学園高等学校,出身地に因む,ナオミちはる,娘役,1980年,
三枝 みき,さえぐさ みき,9月28日,京都府京都市,下鴨中学校,,なち,娘役,1979年,
咲 衣里紗,さき えりさ,7月4日,兵庫県,梅花学園高等学校,家族で考案,みさき,娘役,1980年,
佐保 雅世,さほ まさよ,9月21日,東京都,武庫川学院,佐保姫の名前,やなちゃんサホ,娘役,1984年,
さや 初夏,さや はつか,11月21日,兵庫県,尼崎高等学校,爽やかな初夏の如くの意味,なおちゃん,娘役,1980年,
詩条 なな帆,しじょう ななほ,3月27日,大阪府大阪市,相愛学園,,ななほチサちゃん,娘役,1985年,改名後・詩季なな帆（しき ななほ）姉は江里美幸
紫峰 ゆき,しほう ゆき,9月13日,兵庫県芦屋市,芦屋女子高等学校,尊師が命名,みどり,娘役,1979年,
貴城 麻也,たかしろ まや,5月26日,福岡県,青蘭学院,,チャオサチヨ,男役,1984年,
高嶺 忍,たかね しのぶ,6月11日,大阪府,高倉中学校,父が考案,はつえちゃんしのぶ,男役,1979年,
鼓 千奈,つづみ ちな,11月29日,大阪府池田市,武庫川学院,尊師が命名,ポロンそのみ,娘役,1983年,母は桜木みそ乃
常盤 幸子,ときわ さちこ,8月20日,兵庫県尼崎市,尼崎西高等学校,いつまでも幸せでいられるようにと、父の知人が命名,レコ,娘役,1985年,
直城 理恵,なおき りえ,4月9日,岡山県倉敷市,園田学園高等学校,,りえのの,娘役,1983年,
奈美 ゆりか,なみ ゆりか,12月21日,東京都港区,港区立高松中学校,尊師が命名,ムッシュマコ,男役,1982年,
初城 いづる,はつしろ いずる,2月15日,東京都,日本大学附属第二高等学校,尊師が命名,のこ,男役,1983年,
隼 れん,はやぶさ れん,7月27日,山口県宇部市,香川学園高等部,,かず,男役,1985年,
瞳 真理,ひとみ まり,8月5日,兵庫県,神戸大学教育学部附属住吉中学校,藤本義一が命名,メル,男役,1981年,日本舞踊家・花柳廸薫
柊乃 ゆかり,ひらぎの ゆかり,4月11日,京都府京都市,桃山中学校,,ペコケイコちゃん,娘役,1982年,
藤花 雪絵,ふじはな ゆきえ,1月17日,兵庫県芦屋市,松蔭女子学院,藤の花のようにいつまでも頭を低く謙虚な気持ちで美しい娘役になるようにと、恩師が命名,ユキエエッコ,娘役,1985年,
冬城 梢,ふゆき こずえ,2月11日,東京都,清泉女学院,,コンちゃん,娘役,1982年,
麻衣 くにか,まい くにか,8月25日,大阪府藤井寺市,四天王寺学園高等学校,,タウト,男役,1984年,
舞風 奈三,まいかぜ なみ,6月21日,東京都,鳴尾高等学校,,ナミちゃんヤッコ,娘役,1985年,
真樹 りさ,まき りさ,12月14日,東京都,順心女子学園中学校,,りさ,娘役,1980年,娘は大樹りょう
真琴 愛,まこと あい,8月20日,徳島県,梅花学園,恩師が命名,マコトマリ,男役,1979年,歌手姉は優ひかり妹は関岡香
真笛 ひびき,まふえ ひびき,9月27日,北海道,被昇天学園,家族で考案,たあざんたやさんひびき,男役,1988年,娘は愛羽ふぶき
美佐和 ゆり,みさわ ゆり,3月26日,福岡県久留米市,久留米信愛女学院高等学校,自分の好きな字,ヤンチ,娘役,1982年,
峰城 とわ,みねしろ とわ,9月6日,兵庫県宝塚市,宝塚中学校,初心を永遠に忘れず城を築くように一歩一歩芸道に精進する,ナナちゃん,男役,1982年,
美雪 花代,みゆき はなよ,2月3日,兵庫県,神戸山手学園,寿美花代が命名,みゆきちゃんキュミ,娘役,1981年,俳優
優月 真帆,ゆうづき まほ,2月24日,兵庫県,神戸山手学園,母と考案,マホうっちゃん,男役,1980年,
陽 うらら,よう うらら,2月6日,大阪府大阪市,宝塚第一中学校,暖かい春の日差しのように,ケイコうらら,娘役,1980年,
涼 美緒,りょう みお,6月25日,東京都,小平高等学校,姉の芸名より母と考案,Key,男役,1990年,姉は涼千夏
