芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
茜 佳実,あかね よしみ,4月15日,東京都世田谷区,聖ドミニコ学園中学校,,あみ,男役,1985年,
朝 凪鈴,あさなぎ りん,11月9日,大阪府大阪市東区,帝塚山学院,竈山神社で命名,りんりん,娘役,1991年,
綾瀬 るり,あやせ るり,2月7日,大阪府大阪市,盾津高等学校,,きよみ,娘役,1989年,
一路 万輝,いちろ まき,1月9日,愛知県名古屋市中区,名古屋市立猪高中学校,真実一路より恩師が命名,いっちゃんいちろ,男役,1996年,後に一路真輝に改名
英真 なおき,えま なおき,9月27日,兵庫県宝塚市,宝塚市立宝梅中学校,家族で考案,じゅんこふっくん,男役,,
大樹 ひろと,おおき ひろと,8月9日,東京都江東区,東京女学館高等学校,大樹のような舞台人になれるようにと、皆で考案,えーちゃんえーこ,男役,1989年,
大峯 麻友,おおみね まゆ,6月2日,兵庫県西宮市,仁川学院,家族で考案,まゆ,男役,2002年,
鏡 ちとせ,かがみ ちとせ,8月12日,東京都港区,共立女子高等学校,知人が命名,はるちゃん,男役,1991年,
一希 真帆,かずき まほ,5月11日,兵庫県神戸市,武庫之荘高等学校,,マユミ,男役,1986年,
北見 毬,きたみ まり,4月18日,北海道函館市,宣真高等学校,尊師が命名,あやぽかん,娘役,1987年,
希波 千愛,きなみ ちえ,8月12日,兵庫県川西市,兵庫県立川西明峰高等学校,本名より家族で考案,ちーちゃんえー君,男役,1994年,
慶 一花,けい かずか,11月8日,埼玉県川口市,十文字学園,家族で考案,あきよ,男役,1989年,
五色 新,ごしき あらた,10月15日,高知県高知市,相愛学園中学校,尊師が命名,ごっちゃん,男役,1986年,
才 樹巧,さいき たくみ,11月6日,大阪府堺市,城南学園,自分で考案,ベンちゃん,男役,1987年,後に娘役に転向
桜 里湖,さくら りこ,11月11日,東京都世田谷区,松蔭学園高等学校,櫻内義雄が命名,リコ,娘役,1989年,
桜木 星子,さくらぎ せいこ,10月7日,京都府京都市,聖母学院高等学校,戸部銀作が命名,セイコ,娘役,1989年,
早原 みゆ紀,さはら みゆき,12月8日,兵庫県宝塚市,聖母被昇天学院,,ミチコ,娘役,1994年,
紗幸 れい,さゆき れい,6月19日,大阪府大阪市天王寺区,プール学院,本名,れいちゃんさゆき,男役,1988年,
勢 のぼる,せい のぼる,4月19日,兵庫県西宮市,夙川学院,尊師が命名,かおく,男役,1985年,
千田 真弓,せんだ まゆみ,1月29日,東京都世田谷区,世田ヶ谷区立緑ヶ丘中学校,尊師が命名,はこそぼく,娘役,1989年,
園生 しずく,そのお しずく,10月12日,東京都大田区,鶴見女子高等学校,恩師が考案,たえ,男役,1985年,
千琴 くるみ,ちこと くるみ,9月8日,東京都新宿区,昭和女子大学附属高等学校,尊師が命名,くにこ,娘役,1988年,
千紘 あい,ちひろ あい,6月18日,東京都八王子市,明星学園,深く広く愛されるようにと、両親と考案,あーさ,娘役,1989年,
天道 なぎさ,てんどう なぎさ,8月3日,長崎県下県郡,対馬高等学校,尊師が命名,てんちゃん,男役,1985年,
波音 みちる,なみね みちる,2月11日,東京都世田谷区,立教女学院,知人が命名,のこ,男役,1992年,
春 うらら,はる うらら,7月26日,神奈川県川崎市,中延学園,恩師が命名,こずえ,娘役,1986年,
星乃 睦実,ほしの むつみ,1月21日,大阪府大阪市東住吉区,西宮甲子園学院,家族で考案,えりかすずめちゃん,娘役,1987年,
牧 沙織,まき さおり,9月5日,東京都中野区,東京目白学園,,サオリ,娘役,1987年,
真芝 瞬,ましば しゅん,5月16日,東京都足立区,私立武蔵野高等学校,本名の一字を取って自分で考案,マユミしゅん,男役,1988年,
町風 佳奈,まちかぜ かな,12月11日,大阪府大阪市都島区,浪花女学園,知人が命名,カーコ,娘役,2001年,
松原 碧,まつばら みどり,10月27日,埼玉県川口市,川口市立西中学校,三保松原より両親が考案,MARI,娘役,1997年,
南海 里,みなみ かいり,8月3日,神奈川県横浜市保土ケ谷区,金井高等学校,,カイリ,男役,1989年,
峰 央奈奈,みねお なな,2月16日,神奈川県茅ヶ崎市,北鎌倉女子学園,知人が命名,みゆきちゃん,男役,1988年,
美浜 寿里,みはま じゅり,8月10日,神奈川県横浜市,横浜日野高等学校,出身地より家族で考案,まみふーま,男役,1988年,娘は風輝駿
八汐 祐季,やしお ゆうき,12月10日,東京都新宿区,香蘭女学校,尊敬する人が命名,やっちゃん,男役,1990年,
雪風 嶺,ゆきかぜ れい,5月21日,兵庫県神戸市東灘区,神戸山手学園,白嶺に吹き荒れる風の如く,レイちゃん,男役,1988年,
淀 都,よど みやこ,2月2日,兵庫県神戸市生田区,門真高等学校,日吉神社で命名,とくちゃんよどくん,娘役,1988年,
