芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
仙堂花歩,せんどう かほ,,兵庫県芦屋市,百合学院高等学校,,まいまい,娘役,2005年,　
芽映はるか,めばえ はるか,,兵庫県神戸市,甲南女子中学校,,えり,娘役,2005年,
麻樹ゆめみ,あさき ゆめみ,,兵庫県伊丹市,兵庫県立伊丹高等学校,,ゆめみみき,娘役,2014年,　
音月桂,おとづき けい,,埼玉県鴻巣市,鴻巣市立鴻巣中学校,大好きな恩師より一字貰う,キムケイ,男役,2012年,
舞城のどか,まいしろ のどか,,東京都福生市,明星高等学校,,のどかみほ,娘役,2008年,　
高宮千夏,たかみや ちなつ,,大阪府箕面市,梅花高等学校,母の芸名,マチコまっちん,娘役,2003年,
風莉じん,かざり じん,,大阪府豊中市,大阪府立東豊中高等学校,,ちやこ,男役,2012年,　
未涼亜希,みすず あき,,大阪府大阪市中央区,大阪帝塚山学院,,まっつみすずまっちゃん,男役,2014年,　
遠野あすか,とおの あすか,,千葉県我孫子市,大妻中野高等学校,,あすかふくいちゃん,娘役,2009年,　
北翔海莉,ほくしょう かいり,,千葉県松戸市,松戸市立第二中学校,海上自衛隊より募集,みっちゃん,男役,2016年,　　
椎名葵,しいな あおい,,東京都品川区,東洋英和女学院高等部,,たまこ,娘役,2006年,　
汐夏ゆりさ,しおか ゆりさ,,神奈川県横浜市,神奈川県立川和高等学校,出身地,なつき,娘役,2003年,　　
織花なるみ,おりか なるみ,,東京都練馬区,文化女子大学附属杉並高等学校,,まりこ,娘役,2006年,　
瀬央みつき,せお みつき,,愛知県春日井市,中京女子大学附属高等学校,,りょうこ,男役,2004年,　　
華絵みく,はなえ みく,,東京都世田谷区,目白学園,,みわ,娘役,2002年,　　
大真みらん,おおま みらん,,千葉県市川市,東京女学館中学校,,みらんももこ,男役,2006年,　
花城アリア,かじょう ありあ,,兵庫県西宮市,芦屋大学附属高等学校,,よしこ,娘役,2004年,　　
桐生園加,きりゅう そのか,,神奈川県横浜市,神奈川県立舞岡高等学校,,そのか池ちゃん,男役,2011年,　
貴怜良,たか れいら,,滋賀県彦根市,滋賀県立彦根東高等学校,,かりやんきょんぴ,男役,2008年,　　　
麻生あくら,あそう あくら,,東京都港区,聖心女子学院高等科,出身地（東京都港区元麻布）本名,あくらあく,娘役,2002年,　　
真木薫,まき かおる,,東京都豊島区,川村学園,尊敬する人より一字貰う,マキともともこ,男役,2005年,　　　
黒澤だりあ,くろさわ だりあ,,兵庫県芦屋市,芦屋大学附属中学校,大好きな花,だりあさゆり,娘役,2001年,　　
潮和歌,うしお わか,,東京都台東区,山脇学園高等学校,,ゆか,男役,2005年,　
隼颯希,はやぶさ さつき,,東京都千代田区,聖ドミニコ学園,好きな字,めぐさつき,娘役,2003年,　　
貴船尚,きぶね なお,,兵庫県尼崎市,武庫川学院,,なおこなおむ〜きぶりん,男役,2005年,　　
夢園麻衣,ゆめぞの まい,,広島県福山市,大阪市立淀川高等学校,,とっくんゆめ,娘役,2004年,　
涼麻とも,りょうま とも,,群馬県前橋市,高崎商科短期大学附属高等学校,,とみ,男役,2006年,　
綺華れい,あやか れい,,愛知県知多市,千葉県立幕張高等学校,,ゆかりゆーきゃん,男役,2008年,　　　　
沢音和希,さわね かずき,,兵庫県宝塚市,兵庫県立宝塚北高等学校,,あやのあやげ,男役,2006年,　
大河睦,たいが むつみ,,石川県七尾市,星稜高等学校,,タイガくみ,男役,2005年,　　　
白羽ゆり,しらはね ゆり,,福島県福島市,桜の聖母学院高等学校,,となみ,娘役,2009年,
雪菜つぐみ,ゆきな つぐみ,,兵庫県西宮市,百合学院中学校,,リサゆきな,娘役,2001年,　　
千琴ひめか,ちこと ひめか,,東京都立川市,国立音楽大学附属高等学校,,ショーコ,娘役,2002年,
麻吹由衣加,あさぶき ゆいか,,兵庫県尼崎市,大阪桐蔭高等学校,,りえこ,男役,2005年,　
高遠梓,たかとお あずさ,,東京都,松蔭学園,,いまにこまいちゃん,男役,2002年,　
甫純冴,ほすみ さえ,,埼玉県所沢市,山崎学園富士見高等学校,,さやかさっぽん,男役,2003年,　　
夏央小槇,なつお こまき,,東京都品川区,神田女学園,深緑夏代より一字貰う,こまきラクダ,娘役,2006年,　
美城れん,みしろ れん,,福井県福井市,福井女子高等学校,,さやかばる,男役,2016年,　
沙和真奈帆,さわ まなほ,,愛知県名古屋市,菊華高等学校,,ちかこちかちゃん,娘役,2002年,
