芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
愛扇 由利江,あいせん ゆりえ,5月14日,東京都,戸板学園,知人が命名,みどりチャン,,1970年,
県 英巳,あがた えみ,9月20日,東京都千代田区,恵泉女学院,尊敬する上級生が命名,エミコ,,1976年,
亜城 てる美,あき てるみ,7月12日,神奈川県横浜市,普連土学園高等部,自分で考案,ミドリちゃん,,1971年,
秋月 みさを,あきづき みさお,2月2日,東京都,昭和女子大学附属高等学校,自分で考案,リコ,,1971年,
秋宮 さゆり,あきみや さゆり,3月14日,東京都,立正学園,祖父が命名,ハーちゃん,,1973年,
朝吹 百重,あさぶき ももえ,2月15日,東京都,田園調布高等学校,母と考案,ワカハルコちゃん,,1971年,
安 里梢,あんり こずえ,4月25日,兵庫県神戸市灘区,松蔭女学院,安らかな里に梢が茂るように,アンちゃん,,1976年,日本舞踊・藤間緑治
上原 まり,うえはら まり,5月23日,兵庫県神戸市葺合区,湊川高等学校,姓は女優・上原美佐、名は親友に因む,ヨーコちゃん,娘役,1981年,琵琶奏者・柴田旭艶母は柴田旭堂
雲珠 さ久ら,うず さくら,1月1日,兵庫県西宮市,園田学園高等部,謡曲「鞍馬」,ノダちゃん,,1973年,
江 夏淳,えなつ じゅん,4月20日,神奈川県横浜市,カリタス学園,,サブちゃん,,1979年,
扇 はるみ,おおぎ はるみ,1月1日,大阪府大阪市,梅花学園,出身地,タエちゃんターコ,,1971年,
丘月 美登,おかづき よしと,10月31日,東京都,山脇学園,家族で考案,ベルちゃん,,1972年,
片瀬 千帆,かたせ ちほ,11月23日,東京都,東洋英和女学院,森武臣が命名,ヤッちゃん,,1974年,
上條 あきら,かみじょう あきら,4月17日,高知県土佐市,土佐女子高等学校,漫画「みそっかす」より母と相談,チャコ,男役,1983年,日本舞踊・花柳萩也関西芸術アカデミー主宰・理事2014年11月23日死去
久美 かおる,くみ かおる,10月13日,東京都江東区,大妻高等学院,,オニシ,,1977年,妹は久美まり夫は久能靖
高 ひづる,こう ひづる,7月7日,大分県,大阪府立扇町高等学校,陽が高く昇るようにと、母が命名,アッコ,娘役,2006年,
糀 夏伎,こうじ なつき,3月8日,兵庫県神戸市,山手学園,糀屋の舞,ミワコミワちゃん,,1970年,
幸美 いつき,こうみ いつき,9月7日,東京都,立教女学院,松本幸四郎が命名,チャー,,1973年,
甲山 みき,こうやま みき,1月24日,東京都,女子美術大学附属高等学校,,カンベクーちゃん,,1975年,
越路 ひかる,こしじ ひかる,9月26日,石川県金沢市,金城高等女学校,出身地に因む,ピラちゃん,,1969年,
冴月 渉,さえづき しょう,5月25日,東京都,女子学院,月が冴え渉る,タジ,,1974年,
沢 かをり,さわ かおり,1月13日,石川県,北陸学院,尊敬する人が命名,しげちゃん,,1975年,
汐見 里佳,しおみ りか,8月16日,福岡県三井郡,福岡市立女子高等学校,母が命名,マッチー,男役,1981年,
順 みつき,じゅん みつき,3月4日,兵庫県伊丹市,塩原女子高等学校,順風満帆本名,ミッキー,男役,1983年,2018年4月17日死去
尚 すみれ,しょう すみれ,10月25日,兵庫県宝塚市,武庫川学院,本名,スミレ,,1985年,日本舞踊・花柳萩尚母は玉川清子叔母は槇蓉子・霞千恵子宝塚歌劇団振付家
城 千景,じょう ちかげ,5月28日,東京都,白百合学園,中村扇雀夫妻が命名,チエコちゃん,,1968年,
昇路 みちる,しょうじ みちる,12月17日,大阪府大阪市,和歌山親愛女子短期大学附属高等学校,本名,ミチル,,1980年,
白河 かほる,しらかわ かおる,12月14日,大阪府,光華女子学園,知人が命名,エチコ,,1971年,夫は真家ひろみ
新城 まゆみ,しんじょう まゆみ,5月14日,兵庫県尼崎市,尼崎市立東高等学校,,カメ,男役,1986年,日本舞踊・花柳楽鳳
関守 ちどり,せきもり ちどり,9月27日,兵庫県尼崎市,松蔭女子学院,百人一首,テルコ,,1971年,
高殿 のぼる,たかどの のぼる,8月31日,京都府京都市,精華女子高等学校,知人が命名,トンコモコちゃん,,1970年,
瀧 ちなみ,たき ちなみ,12月24日,愛知県,蒲郡市立中学校,白井鐵造が命名,ノッペちゃん,,1972年,
多麻 可津美,たま かづみ,7月5日,東京都,日本橋女学館高等学校,池田弥三郎が命名,スウスウタロウ,,1974年,夫はプロ野球選手・伊藤勲
玉梓 真紀,たまずさ まき,8月15日,東京都杉並区,白百合学園,姉の芸名,ユミちゃんミンミ,,1979年,姉は玉梓瑠美
千城 みのる,ちしろ みのる,4月15日,兵庫県姫路市,立花中学校,出生地・姫路に因む,テルちゃんおテル,,1971年,
月笛 真由美,つきぶえ まゆみ,6月27日,大阪府大阪市南区,朝陽ヶ丘高等学校,,サッコ,,1976年,
豊旗 あかね,とよはた あかね,10月15日,愛知県名古屋市,天白中学校,尊師が命名,フミチャン,,1971年,
奈緒 ひろき,なお ひろき,1月8日,東京都世田谷区,鷗友学園,,ナオちゃん,娘役,1977年,
那岐 みはる,なぎ みはる,6月20日,大阪府箕面市,梅花高等学校,家族で考案,カコちゃん,,1972年,
夏 照子,なつ てるこ,8月23日,兵庫県西宮市,仁川学院,生月（8月）に因む,ガタチャンゆうちゃん,,1975年,姉は山里まさり
夏草 三千代,なつぐさ みちよ,3月18日,大阪府,四天王寺学園,父が命名,ミッコ,,1973年,
名鶴 加代,なづる かよ,2月22日,愛知県名古屋市,金城学院高等学校,出身地に因む,カヨ,,1972年,妹は名鶴ひとみ
波路 千尋,なみじ ちひろ,9月21日,東京都,大妻高等学校,尊師が命名,ケイコちゃんカシコ,,1972年,
野路 きくみ,のじ きくみ,2月15日,東京都,三輪田学園,知人が命名,セッチャン,,1972年,
浜名 ひろみ,はまな ひろみ,6月21日,静岡県浜松市,西遠女子学園,尊師が命名,マーちゃん,,1973年,
日彩 まき,ひいろ まき,1月22日,大阪府,大阪府立島上高等学校,家族で考案,マキちゃん,,1971年,
美城 るみ,びじょう るみ,6月25日,広島県,呉三津田高等学校,家族で考案,ルミちゃん,,1972年,
日向 葵,ひゅうが あおい,7月26日,神奈川県,大東学園,家族で考案,ナマちゃん,,1971年,
星里 未子,ほし りみこ,2月2日,東京都,川村学園,本名,リミコちゃん,娘役,2003年,
牧原 なおき,まきはら なおき,8月15日,大阪府豊中市,茨木高等学校,大らかな素直な気持ちを失わないように,タンナカ,,1977年,
真月 みさと,まづき みさと,4月29日,大阪府大阪市,武庫川学院高等部,家族で考案,オギちゃん,,1970年,
麻里 亜星子,まりあ せいこ,3月24日,千葉県,和洋女子大学附属国府台高等学校,従姉が命名,セイコちゃん,,1973年,
美 里景,みさと けい,3月4日,神奈川県藤沢市,羽衣学園高等部,美しい景色のように愛されたい,ピンちゃん,,1981年,改名後・みさとけい宝塚受験スクール主宰
水城 ゆたか,みずき ゆたか,11月17日,東京都,第一中学校,家族で考案,ツーコオニイ,,1968年,
瑞穂 まり,みずほ まり,9月21日,熊本県,九州女学院,九州に因む,マリちゃん,,1975年,
美穂 真咲,みほ まさき,12月23日,東京都大田区,大東学園,美しい穂が咲くようにと、父が命名,サッちゃん,,1978年,
矢代 鴻,やしろ こう,12月1日,大阪府大阪市,住吉学園,,シビ,男役,2008年,後に娘役に転向
立 ともみ,りつ ともみ,11月27日,兵庫県宝塚市,雲雀丘学園高等部,独立・自立の意味,ともみ,男役,2007年,母は須磨磯子1997年 - 2002年月組組長
涼 千夏,りょう ちなつ,4月19日,東京都,富士高等学校,自分で考案,京子ちゃんキイ,,1972年,妹は涼美緒
