芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
愛 みちる,あい みちる,2月22日,兵庫県,神戸山手高等学校,,セッちゃん,,1974年,
麻路 まりこ,あさじ まりこ,12月24日,京都府京都市,弥栄中学校,,カオルちゃん,,1975年,
有 明淳,ありあけ じゅん,10月8日,東京都中央区,立教女学院,有明海のように広く大きく暖かい人間になるように,ニタ,男役,1986年,
郁 まさと,いく まさと,7月11日,大阪府,宣真高等学校,,マリちゃん,男役,1975年,
一条 ひかる,いちじょう ひかる,8月21日,東京都北区,志村高等学校,一筋に光り輝くように,ハセ,男役,1979年,
岡路 京,おかじ きょう,11月25日,東京都,桐朋学園高等学校,,キョウちゃん,,1971年,
風 美圭,かざみ けい,9月20日,東京都,共立女子学園高等学校,風爽やかに美しく,ロコ,,1981年,
和 みちる,かず みちる,3月20日,大阪府,箕面高等学校,「和」は優しく情けあるようにと、数が満ちて一歩一歩前進するように,カーコ,,1975年,
清里 友香,きよさと ゆか,4月4日,東京都,富士見高等学校,,イッチイッちゃん,,1972年,
霧里 やよい,きりさと やよい,3月26日,東京都,明正高等学校,,ヤヨイちゃんおシバちゃん,,1971年,
紅多 香子,くれない たかこ,11月10日,大阪府,四天王寺学園,,タカ,,1970年,
幸木 三果,こうき みか,8月21日,秋田県,中野第十中学校,幸福の木に三つの果実がなるように,,,1973年,
小柳 真里,こやなぎ まり,7月12日,新潟県,佼成学園高等学校,,ヤッコちゃん,,1970年,
沙霧 美耶,さぎり みな,3月24日,兵庫県,愛徳学園,文部省唱歌「冬景色」,クミコ,,1972年,女優、シャンソン歌手
紫麻 かりな,しま かりな,,,,,,,1969年,
上代 有紀,じょうだい ゆき,7月17日,東京都,東京都立深沢高等学校,,ネコ,,1973年,
白 たまき,しろ たまき,10月11日,大阪府,梅花学園高等学校,,スーピーちゃん,,1970年,
寿々 れい子,すず れいこ,6月3日,栃木県宇都宮市,学習院女子高等科,,キミちゃん,,1988年,
大湖 かつら,だいご かつら,7月31日,兵庫県西宮市,浜脇中学校,本名,ダイゴ,,1979年,
滝 のぼる,たき のぼる,4月23日,兵庫県,芦屋女子学園高等学校,,カジケーちゃん,,1971年,
橘 さつき,たちばな さつき,12月20日,兵庫県,神戸山手高等学校,万葉集,ヨーコ,,1973年,
辰見 今日子,たつみ きょうこ,7月19日,東京都,三輪田学園,,ウガイ,,1971年,
団 美佐緒,だん みさお,10月13日,東京都,大東学園高等学校,,マリちゃん,,1971年,
月城 千晴,つきしろ ちはる,1月30日,京都府京都市中京区,銅駝中学校,,カオルちゃん,,1981年,日本舞踊・藤間勘清子
登流 栄,とりゅう さかえ,9月16日,宮崎県,芦原女子高等学校,,カタコヤスコ,,1972年,妹は登流路
長月 ひかる,ながづき ひかる,3月10日,大阪府,羽衣学園,,リッちゃん,,1976年,姉は長月みちる
長月 みちる,ながづき みちる,8月2日,大阪府,羽衣学園高等学校,,ナッちゃんナリちゃん,,1971年,妹は長月ひかる
渚 かほる,なぎさ かおる,2月9日,兵庫県,甲陵中学校,,キリコオキリ,,1970年,姉は潮洋子・鳳三千代
捺 光路,なつ こうじ,12月2日,宮城県,尚絅女学院高等学校,,ヌイちゃん,,1971年,
南海 わたり,なみ わたり,1月16日,大阪府大阪市阿倍野区,住吉学園,好きな海,グッピー,,1975年,
新草 萌,にいぐさ もえ,5月5日,茨城県,下館第二高等学校,万葉集,きいろ,,1972年,
花の井 勢津,はなのい せつ,8月4日,岡山県,岡山県立井原高等学校,,ピンクちゃん,,1969年,
