芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
原 亜由美,はら あゆみ,11月2日,香川県,上野学園高等学校,,マリコ,,1971年,
聖 磨弥,ひじり まや,6月16日,東京都,順心女子学園,,マヤ,,1973年,
日月 三禮,ひづき みれい,5月2日,東京都,宝仙学園高等学校,,みれ,,1970年,母は桃園ゆみか
日本 一美,ひもと かずみ,11月18日,三重県伊勢市,伊勢高等学校,出身地・伊勢が「ひのもと」,,男役,1971年,
洋 ゆたか,ひろ ゆたか,9月28日,岐阜県,尼崎市立東高等学校,太平洋のように広く豊かに成長するように,トチ,男役,1985年,改名後・洋ゆり（ひろ ゆり）
藤城 潤,ふじしろ じゅん,4月10日,兵庫県神戸市,夙川学院,本名,ジュンコ,男役,1982年,日本舞踊・藤間潤二
星奈佐 和子,ほしな さわこ,10月21日,兵庫県神戸市,武庫川学院高等学校,,ワコちゃん,,1981年,シャンソン歌手
穂高 みのる,ほたか みのる,1月1日,東京都,尼崎市立尼崎高等学校,母の故郷に因む,,,1971年,
舞 小雪,まい こゆき,3月27日,青森県東津軽郡,青森中央高等学校,北国の小雪が風に舞い踊る,ハッコ,娘役,1980年,俳優
麻木 香里,まき かおり,11月16日,青森県,安方中学校,,サヨ,,1970年,
真船 ゆたか,まふね ゆたか,9月21日,東京都北区,戸板女子高等学校,,ヨコちゃん,,1977年,
黛 あきら,まゆずみ あきら,12月21日,大阪府,梅花学園,,エミちゃんエミタン,,1972年,
美影 淳,みかげ じゅん,11月20日,広島県,鈴峯高等学校,先祖の名前,クラ,,1971年,
水 乃亮,みずの りょう,8月11日,東京都台東区,共立女子学園,仕舞の中,マツコ,,1980年,
美園 ゆり,みその ゆり,12月5日,兵庫県,兵庫高等学校,本名に関連,ミコちゃん,,1972年,
美波 豊,みなみ ゆたか,6月28日,兵庫県西宮市,大阪府立桜塚高等学校,,マーちゃん,,1976年,
峰 一稀,みね かずき,2月24日,東京都,実践女子学園,,ケイちゃん,,1970年,
美矢 かおる,みや かおる,2月26日,東京都,大妻高等学校,,モッちゃんチーちゃん,,1972年,娘は彩みず希
森景 かつら,もりかげ かつら,4月19日,東京都,十文字学園高等学校,,マコ,,1973年,
八雲 朱美,やくも あけみ,11月24日,兵庫県神戸市,芦屋学園,本籍地,タニコ,,1981年,改名後・八雲あけみ（やくも あけみ）
倭 なつき,やまと なつき,9月10日,東京都,東京家政学院高等学校,,ヒロミちゃん,,1972年,
有花 みゆ紀,ゆか みゆき,4月12日,大阪府大阪市,梅花学園,,ユッコちゃん,娘役,1975年,
弓 たかし,ゆみ たかし,12月20日,兵庫県神戸市,成徳学園,,マッちゃんスズコ,,1976年,
美笛 みつる,よしぶえ みつる,11月4日,大阪府,大阪府立北野高等学校,,ノンちゃん,,1971年,娘は真竹すぐる
麗 莉,りい りい,5月15日,台湾台北市,台北県淡江中学校,,アコちゃん,,1972年,
和歌 いのり,わか いのり,6月10日,滋賀県,梅花学園,,イノさん,,1971年,
渡 啓子,わたり けいこ,8月30日,兵庫県,武庫川学院,バレエの芸名,ケイコ,,1970年,母は美咲紗千子
渉 千尋,わたり ちひろ,5月15日,東京都,神奈川高等学校,果てを知らぬ広大な海、その海を大きく活発に渉り歩いていくように,,,1974年,
