芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
星 すばる,ほし すばる,5月31日,大阪府大阪市天王寺区,高取台中学校,「枕草子」,スバル,男役,1977年,
真咲 佳子,まさき けいこ,8月7日,大阪府池田市,池田高等学校,本名,コヤ,男役,1991年,
松方 里佳,まつかた りか,8月27日,神奈川県横須賀市,鷗友学園,,ミエ,娘役,1979年,
眉 あかり,まゆ あかり,10月8日,神奈川県横浜市,山脇学園,,トシミトッチャン,娘役,1973年,
麻里央 さち,まりお さち,1月26日,福岡県福岡市博多区,福岡女学院,自分で考案,サカ,男役,1976年,
美央 まりな,みお まりな,3月12日,大阪府,梅花高等学校,家族で考案,ハツミハッちゃん,娘役,1972年,
美樹 ひろみ,みき ひろみ,10月22日,東京都渋谷区,女子学院,樹が美しく伸び広がるように,ハクちゃん,娘役,1981年,娘は真輝いづみ
水樹 亜衣,みずき あい,2月12日,東京都杉並区,東京家政学院,,フルフルケイ,男役,1974年,
水里 ゆたか,みずさと ゆたか,10月5日,兵庫県伊丹市,園田学園高等学校,,オミズ,男役,1973年,
美竹 英里,みたけ えり,7月26日,東京都板橋区,山脇学園,恩師が命名,ミッコタロー,男役,1976年,
美奈瀬 杏,みなせ きょう,11月3日,東京都,白百合学園,,サチサッチ,娘役,1970年,
美原 真千子,みはら まちこ,12月5日,福岡県,PL学園中学校,尊敬する人が命名,チー,娘役,1971年,
美々 はるみ,みみ はるみ,3月14日,神奈川県藤沢市,神奈川県立藤沢高等学校,,デコ,娘役,1972年,
武蔵野 三千代,むさしの みちよ,8月11日,東京都台東区,共立女子学園高等学校,出身地,ノブちゃん,男役,1974年,
山奈 由佳,やまな ゆか,5月10日,広島県広島市,梅花高等学校,,ナッコ,男役,1980年,
祐樹 叶,ゆうき かなえ,6月8日,兵庫県西宮市,甲子園学院高等部,,ヒーコ,男役,1976年,
蘭 ひでき,らん ひでき,1月2日,東京都,川村学園,,ニッキ,男役,1971年,羽田健太郎夫人娘は風吹あゆ
若 ちとせ,わか ちとせ,3月25日,大阪府大阪市,聖母女学院高等科,尊師が命名,タカチャン,娘役,1974年,
若月 香,わかづき かおる,12月2日,大阪府池田市,池田中学校,知人が命名,ピョン,男役,1981年,
