芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
葵 光子,あおい みつこ,10月31日,東京都,東京女学館,,ワコちゃん,,1956年,
暁 秀美,あかつき ひでみ,11月25日,東京都,岩佐学園,,,,1969年,
安藝 静,あき しずか,1月23日,広島県,比治山女子中学校,出身地本名,シーコ,,1957年,改名後・安藝路静（あきじ しずか）
明宮 ひすゐ,あきみや ひすい,2月1日,東京都,成女学園,明治神宮語呂の良い好きな宝石の名前,タカエちゃん,,1955年,
麻鳥 千穂,あさどり ちほ,2月10日,兵庫県,親和学園,「新・平家物語」の登場人物,カンさまハザカン,男役,1970年,
旭 天女,あさひ あまめ,1月17日,愛知県,鬼崎中学校,白井鐵造が命名,オツノ,,1957年,
旭 比呂美,あさひ ひろみ,4月21日,京都府京都市,平安女学院,,チーチャン,,1958年,改名後・穂高ひろみ（ほたか ひろみ）
芦田 千代美,あしだ ちよみ,4月10日,広島県福山市,増川学園,,ワタちゃん,,1960年,
飛鳥 妙子,あすか たえこ,11月14日,京都府京都市,平安女子学院,香村菊雄が命名,お文さん,,1962年,
天乃 小舟,あまの おぶね,3月24日,愛知県,足立学園,百人一首,オッタン,男役,1961年,
有明 月子,ありあけ つきこ,10月10日,東京都,江南高等学校,百人一首,コバ,,1960年,母は初代・有明月子
有馬 そよ子,ありま そよこ,3月23日,京都府,芦屋高等女学校,,エミ,,1965年,母は初代・有馬そよ子
池辺 洋子,いけべ ようこ,5月16日,京都府,同志社女子,,洋子ケベ,,1960年,改名後・池辺晶（いけべ あきら）
浮城 美登里,うきしろ みどり,1月18日,広島県三原市,三原高等学校,三原・浮城城に因む,ネジコ,,1957年,
卯月 かほる,うづき かおる,1月17日,岡山県,岡山市立経済高等学校,,三平ちゃん,,1960年,
江波 計子,えなみ けいこ,,,,,,,1954年,改名後・江那美計子（えなみ けいこ）
岡園 麻司,おかその あさじ,8月20日,岡山県岡山市,ノートルダム清心女学園,白井鐵造が命名,ボクちゃん,,1955年,
音羽 滝子,おとわ たきこ,,,,,,,1957年,母は白濱小浪伯母は音羽瀧子伯父は堀正旗
香雅 美千代,かが みちよ,3月16日,兵庫県尼崎市,武庫川学院,,モリサン,,1954年,在団中に逝去
鏡 三枝子,かがみ みえこ,7月20日,東京都,大妻学園,,ヤマコちゃん,,1959年,
神島 八千代,かみしま やちよ,1月7日,兵庫県,辰美中学校,淡路島,アマちゃん,,1961年,
如月 美和子,きさらぎ みわこ,2月6日,石川県,愛泉学園,生月に因む,ペコ,娘役,1972年,
木谷 まり,きたに まり,2月21日,兵庫県芦屋市,兵庫県立芦屋高等学校,白井鐵造が命名,きっちゃん,,1959年,
京町 くみこ,きょうまち くみこ,,,,,,,1953年,
楠 かをる,くすのき かおる,1月24日,神奈川県横浜市,同志社女子高等学校,楠かほるから貰う,デコちゃん,,1956年,
紅 千鶴,くれない ちづる,3月5日,大阪府,洛北高等学校,,テコ,,1968年,改名後・谷ちづる（たに ちづる）娘は秋園美緒母は紅千鶴妹は千春京子姪は万理沙ひとみ
恒月 まさみ,こうづき まさみ,8月2日,京都府京都市,上京中学校,,マーちゃん,,1957年,腹話術師・川上のぼる夫人
紫野 ひかる,しの ひかる,1月3日,愛知県名古屋市,金城学院,父が命名,トモちゃん,,1958年,
東雲 暁美,しののめ あけみ,12月7日,京都府,桃山中学校,,オスギ,,1967年,
白川 楓,しらかわ かえで,9月9日,兵庫県,神戸松蔭女子学院,白川渥が命名,マメダ,,1956年,
銀 みすゞ,しろがね みすず,12月26日,高知県高知市,追手前高等学校,,イクちゃん,,1956年,
須磨 かるも,すま かるも,5月28日,兵庫県神戸市,神戸松蔭女子学院,,節ちゃん,,1955年,改名後・大江千里（おおえ ちさと）
千羽 鶴,せんば つる,7月3日,東京都,東京家政学院,川端康成作品名で先生が命名,チヤコさん,,1955年,
高岡 奈千子,たかおか なちこ,2月5日,大阪府,桜塚高等学校,白井鐵造が命名,キー坊,,1958年,通訳会社経営橋爪功夫人
高嶺 妙子,たかね たえこ,12月7日,福岡県,伝習館高等学校,古今集,ムクちゃん,,1962年,改名後・玉輝美子（たまき よしこ）
珠里 明世,たまざと あきよ,8月1日,兵庫県神戸市,海星女子学園,,ノノ,,1954年,
秩父 美保子,ちちぶ みほこ,8月16日,兵庫県,芦屋女子高等学校,自分で考案,ノンノン,,1966年,改名後・松平三保（まつだいら みほ）姉は寿美花代娘は松平瑠美舞踊家・小井戸秀宅夫人義兄は高島忠夫甥は髙嶋政宏・高嶋政伸
千尋 聖子,ちひろ せいこ,7月26日,兵庫県西宮市,浜脇中学校,,八重ちゃん,,1960年,
筑紫野 千鶴,つくしの ちづる,4月4日,福岡県福岡市,筑紫女学園高等学校,,おつう貴美ちゃん,,1957年,
時 凡子,とき みなこ,1月9日,京都府,同志社女子高等学校,,ボンゴ,娘役,1960年,
那智 わたる,なち わたる,10月20日,大阪府大阪市,樟蔭高等学校,那智滝に因む,マル,男役,1968年,俳優夫は政治家・佐藤文生
夏ノ宮 千世子,なつのみや ちよこ,12月21日,大阪府大阪市,大阪樟蔭高等学校,,いとちゃん,娘役,1962年,
浪路 美帆,なみじ みほ,6月7日,奈良県,相愛女学園,母が命名,ノッちゃん,,1960年,姉は葛木比奈子
花乃 千春,はなの ちはる,10月11日,兵庫県,成徳学園,叔父が命名,ちから,,1966年,
浜 木綿子,はま ゆうこ,10月31日,東京都目黒区,梅花学園,堀正旗が命名,アツコ,娘役,1961年,妹は浜由理子息子は俳優・香川照之
藤里 美保,ふじさと みほ,2月5日,兵庫県神戸市,成徳学園,上級生が命名,オソノ,男役,1964年,
藤ノ也 久子,ふじのや ひさこ,2月2日,京都府京都市,同志社女子高等学校,白井鐵造が命名,ひさえちゃん,,1960年,改名後・藤ノ也久恵（ふじのや ひさえ）
松島 明美,まつしま あけみ,1月1日,神奈川県藤沢市,湘南白百合学園中学部,,ケイコアヒル,男役,1962年,改名後・松島三那子（まつしま みなこ）
操 みどり,みさお みどり,,,,,,,1957年,
御所 さくら,みどころ さくら,3月14日,京都府京都市,高野中学校,京都に因み両親が命名,ジュンちゃん,,1953年,
南路 洋子,みなじ ようこ,12月9日,埼玉県さいたま市,上野学園,上級生の本名の一部,テイ子,,1962年,改名後・淡島千尋（あわしま ちひろ）娘はいらか万梛
南島 暎子,みなしま えいこ,3月18日,福岡県,福岡女学院,,エイコ,,1966年,
南月 一乃,みなづき かずの,3月7日,兵庫県神戸市,森学園,,,,1960年,
峯 京子,みね きょうこ,11月12日,東京都,川村中学校,父が命名,ミツちゃん,,1961年,俳優
美鳩 万里子,みはと まりこ,10月13日,東京都,鷗友学園女子中学校,,,,1954年,改名後・向井真理子（むかい まりこ）
美船 京子,みふね きょうこ,4月30日,奈良県,相愛学園,両親が命名,ウメちゃん,,1957年,改名後・葛木比奈子（かつらぎ ひなこ）妹は浪路美帆
宮城 麗子,みやぎ れいこ,11月19日,大阪府,山本高等学校,,れい子ちゃん,,1959年,
都路 のぼる,みやこじ のぼる,10月14日,京都府京都市,平安女学院,都の檜舞台に上れるように,ボーヤ高ちゃん,,1962年,父は立命館大学創設者・中川小十郎彫刻家・流政之夫人
山路 千種,やまじ ちぐさ,3月20日,大阪府大阪市,大手前高等学校,家族が命名,シンちゃん,,1961年,
弓月 わたる,ゆづき わたる,1月2日,大阪府,大谷高等学校,万葉集より折口信夫が命名,長さん,,1958年,改名後・弓月真理（ゆづき まり）
吉月 朱美,よしづき あけみ,11月15日,東京都,大東学園,白井鐵造が命名,マガ,,1962年,
