芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
空 小鳥,そら ことり,8月22日,大阪府,,,セキちゃんオヒラ,娘役,1945年,姉は花乃井千草
青井 このみ,あおい このみ,3月17日,静岡県静岡市,精華高等女学校,,アイ子,娘役,1946年,
光 春子,ひかり はるこ,1月25日,大阪府大阪市,,,,,1940年,
朝雲 照代,あさくも てるよ,10月6日,神奈川県横浜市,,,アイコ,娘役,1940年,
美原 玲子,みはら れいこ,4月1日,大阪府大阪市,,,,,1948年,改名後・美原レイ子（みはら れいこ）
山田 神路,やまだ かみじ,12月21日,三重県伊勢市,,,,,1940年,改名後・西尾四季子（にしお しきこ）
野分 若菜,のわ わかな,6月14日,大阪府,,,,,1943年,
竹垣 小菊,たけがき こぎく,4月28日,大阪府大阪市,,,,,1940年,
東屋 鈴子,あずまや すずこ,2月14日,東京都,東京市富士見尋常小学校,,トンちゃん,,1946年,俳優・東屋トン子
眞澄 鏡子,ますみ きょうこ,5月16日,熊本県熊本市,,,,,1942年,
奈和 八千代,なわ やちよ,7月25日,兵庫県神戸市,,,,,1945年,
山鳩 くるみ,やまばと くるみ,1月8日,東京都港区,日本女子商業学校,宝塚音楽学校で命名して貰う,ベビイコバちゃん,,1941年,夫は水島道太郎娘は小林夕岐子宝塚劇場地下「タカラジェンヌ」経営
青柳 真弓,あおやぎ まゆみ,,大阪府大阪市淀川区,,,,,1939年,
翼 豊,つばさ ゆたか,2月17日,東京都目黒区,,宝塚音楽学校で命名して貰う,ハコ,,1940年,改名後・翼ゆたか（つばさ ゆたか）
村雨 立子,むらさめ たつこ,7月22日,大阪府大阪市,,,,,1940年,
谷間 小百合,たにま さゆり,1月1日,広島県広島市,広島偕行社附属済美国民学校,,,,1941年,俳優
東風 うらゝ,こち うらら,11月26日,岩手県盛岡市,熊谷尋常高等小学校,,ベコちゃんユキちゃん,男役,1940年,俳優・宮城千賀子
渚 真帆,なぎさ まほ,9月14日,東京都,,,,,1946年,妹は花笠かほり
高塚 るり子,たかづか るりこ,1月4日,広島県呉市,,,,,1937年,
月待 潮,つきまち うしお,6月16日,,,,,,1938年,
