芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
神歌 美鈴,かみうた みすず,8月24日,京都府京都市,,式三番から神歌と、三番叟を表す美鈴に因んで父親が命名,那智さん,両役,1951年,父は狂言師・日本画家の山口蓼州
明石 千浪,あかし ちなみ,12月13日,京都府京都市,,,,,1940年,改名後・明石千波（あかし ちなみ）
芦川 千津子,あしかわ ちづこ,7月4日,広島県福山市,福山市立南尋常高等小学校,,ヌクちゃん,,1941年,
静 久子,しず ひさこ,8月22日,奈良県,,,,,1940年,
御門 公子,みかど きみこ,7月18日,東京都港区,,,,,1943年,改名後・港公子（みなと きみこ）
泉 夢子,いずみ ゆめこ,1月23日,東京都,,,,,1940年,
波川 銀子,なみかわ ぎんこ,1月22日,大阪府大阪市,,,,,1940年,
宮川 千鈴,みやがわ ちすず,4月26日,兵庫県神戸市,奈良女子高等師範学校附属高等女学校,,,,1942年,改名後・宮川五十鈴（みやがわ いすず）俳優・宮川玲子
友松 美和子,ともまつ みわこ,1月27日,大阪府大阪市,宝塚尋常高等小学校,宝塚音楽学校で命名して貰う,サッちゃん,,1943年,
飛鳥 華子,あすか はなこ,8月21日,兵庫県神戸市,,父親が命名,,,1940年,
美禰 彰子,みね あきこ,6月25日,兵庫県神戸市,,,アヤちゃん,,1940年,
笠縫 しま子,かさぬい しまこ,1月1日,東京都,,,,,1941年,
鈴鹿 ゆめじ,すずか ゆめじ,2月11日,大阪府大阪市,,,,男役,1941年,
高柳 まき子,たかやなぎ まきこ,1月27日,兵庫県神戸市,,,,,1938年,
梅若 幸代,うめわか さちよ,1月17日,大阪府大阪市,,,,,1940年,
八雲 たつ子,やくも たつこ,1月29日,兵庫県神戸市,,,,,1941年,
沖 ゆき子,おき ゆきこ,10月10日,東京都,中村高等女学校,,オッちゃんチョンロ,男役,1981年,日本舞踊・花柳禄美也書道家
緑 牧葉,みどり まきば,10月26日,京都府京都市,,,,,1938年,
磯野 そよ子,いその そよこ,6月23日,東京都,,,,,1944年,改名後・桑ゆみ子（くわ ゆみこ）
出雲 国子,いずも くにこ,1月12日,兵庫県神戸市須磨区,,,イマちゃん,男役,1949年,
姫宮 紅子,ひめみや べにこ,8月1日,大阪府大阪市,,,,,1938年,
若草 美知子,わかくさ みちこ,10月16日,兵庫県神戸市,,,,,1940年,改名後・若草美智子（わかくさ みちこ）
山上 晴江,やまのえ はるえ,9月7日,神奈川県小田原市,,,,,1945年,
琴浦 糸子,ことうら いとこ,8月19日,福岡県北九州市,,,,,1940年,改名後・大江生野（おおえ いくの）
越路 葉子,こしじ ようこ,5月12日,福井県福井市,,,,,1940年,
日高 澄子,ひだか すみこ,3月5日,京都府京都市,植柳尋常小学校,,,娘役,1946年,俳優
大和 錦,やまと にしき,3月4日,北海道函館市,,宝塚音楽学校で命名して貰う,鈴ちゃんスーちゃん,,1940年,改名後・藍野ゆかり（あいの ゆかり）従姉妹は小夜福子、雲井千草
篠原 敦子,しのはら あつこ,2月6日,大阪府大阪市,,,,,1939年,
萬代 峯子,よろずよ みねこ,6月28日,福岡県,福岡高等女学校,父親が命名,イシカワさんバンダイさん,娘役,1941年,
青鳥 みちる,あおとり みちる,2月21日,山口県下関市,生野高等女学校,両親が命名,,,1940年,
霧島 輝子,きりしま てるこ,1月26日,鹿児島県鹿児島市,,,,,1941年,
鵲 渡,かささぎ わたる,9月21日,愛知県,,百人一首,トミちゃん,娘役,1965年,改名後・鵲わたる（かささぎ わたる）
大伴 千春,おおとも ちはる,5月26日,長野県,梅花高等女学校,是からしっかり藝を身に付けて伸びていく様に、と大海の潮に擬えて父親が命名,チセちゃんミサワ,男役,1944年,クラブ・オートモ経営
穂草 むすぶ,ほぐさ むすぶ,3月7日,兵庫県,,,タケコ武ちゃん,娘役,1940年,
水町 鮎子,みずまち あゆこ,,,,,おふみさん,,1941年,
深緑 夏子　,ふかみどり なつこ,9月24日,大韓民国京城,対馬高等女学校,父親が命名,ターコタマコ,娘役,1955年,改名後・深緑夏代（ふかみどり なつよ）妹は千秋みつるシャンソン歌手宝塚歌劇団シャンソン講師（1966年4月 - 1977年3月）
帆影 美里,ほかげ みさと,9月21日,愛知県名古屋市,,,ノブちゃんノムちゃん,男役,1945年,本名・野村静子/日比谷芸術座そばの東京茶房ママ
浅香 あきを,あさか あきを,2月25日,東京都,,,,,1938年,
水清 和子,みずきよ かずこ,,東京都,,,オチエ,,1940年,
天野 廣子,あまの ひろこ,3月25日,東京都,上野高等女学校,,シゲちゃん,男役,1945年,
雛菊 咲子,ひなぎく さきこ,,,,,,,1943年,
芦間 小舟,あしま こぶね,4月14日,大阪府大阪市,,,,,1939年,
呉竹 なほみ,くれたけ なおみ,8月27日,東京都,鎌倉高等女学校,実父が命名,,男役,1939年,
月臣 詩子,つきおみ うたこ,,,,,,,1938年,
笹村 千賀子,ささむら ちかこ,3月9日,東京都,,,,,1939年,
千蔭 春海,ちかげ はるみ,11月8日,京都府京都市,,,,,1940年,
野路 美千代,のじ みちよ,1月1日,高知県,,,,娘役,1941年,
鈴之也 千菊,すずのや ちぎく,2月12日,奈良県奈良市,,,,,1945年,
星影 美砂子,ほしかげ みさこ,11月20日,広島県福山市,広島県立福山高等女學校,,スミちゃんスミタさん靖ちゃん,娘役,1942年,
扇 寿々子,おうぎ すずこ,9月9日,東京都,,,,,1938年,
久木 珠子,ひさぎ たまこ,1月18日,兵庫県神戸市,,,,男役,1945年,
花笠 藤子,はながさ ふじこ,1月3日,静岡県,,,,,1939年,
相生 松子,あいおい まつこ,3月8日,神奈川県横浜市,,,,,1938年,娘は大和由花
高松 栄,たかまつ さかえ,4月1日,神奈川県,,,,,1938年,
東條 一子,とうじょう かずこ,5月5日,兵庫県,,,,,1940年,
七重 やゑ,ななえ やえ,6月25日,福岡県,福岡高等女学校,宝塚音楽学校で命名して貰う,ミクモちゃん,,1942年,改名後・七重八重（ななえ やえ）
白樺 町子,しらかば まちこ,,,,,,,1938年,
玉野 ひかり,たまの ひかり,1月25日,東京都,東京山脇高等女学校,金剛石,ヤマちゃん,,1965年,改名後・玉野ひか留（たまの ひかる）
大宮 輝子,おおみや てるこ,1月12日,東京都豊島区,淑徳高等女学校,,木のべ,,1945年,改名後・大美輝子（おおみ てるこ）俳優・近江輝子
小雪 京子,こゆき きょうこ,1月10日,東京都,東洋高等女学校,,チャコちゃん,娘役,1945年,
笹船 陽子,ささぶね ようこ,1月13日,大阪府,金蘭會高等女学校,父親が命名,マーちゃん,娘役,1942年,姉は八千草露子妹は緋桜陽子
小鈴 冴子,こすず さえこ,6月3日,兵庫県神戸市,,,トリちゃん,娘役,1941年,
若潮 みつる,わかしお みつる,10月10日,東京都,青山學院高等女學部,北村寿夫が命名,ミヤコちゃん,男役,1941年,満潮英雄夫人
瀧 和泉,たき いずみ,11月9日,京都府,,,,男役,1940年,
澤 鞠子,さわ まりこ,9月3日,大阪府堺市,,,,男役,1938年,姉は大殿みやび
汐風 みちみ,しおかぜ みちみ,9月17日,東京都,精華高等女学校,詩,ヒロコさん,両役,1962年,改名後・汐風享子（しおかぜ りよこ）
神杉 幾代,かみすぎ いくよ,3月17日,東京都,東京高等女学校,友人が命名,チエコゴボウ,娘役,1939年,
豊邦 康子,とよくに やすこ,2月2日,大阪府大阪市,,,,,1945年,
東 路子,あずま みちこ,7月30日,神奈川県横浜市,,,ナメコ,,1938年,
聖 瑞穂,ひじり みずほ,8月23日,兵庫県神戸市,東京府立第六高等女學校,父親が命名,ノビちゃん,,1943年,改名後・美瀧みづほ（みたき みづほ）
清川 はやみ,きよかわ はやみ,2月23日,京都府京都市,同志社高等女学校,自分で考案,エミちゃん,男役,1981年,日本舞踊・花柳禄右
鈴音 麗子,すずね れいこ,3月13日,愛知県名古屋市,,,,,1939年,
荒海 日出子,あらうみ ひでこ,2月13日,兵庫県川西市,梅花高等女学校,,タマゴちゃん,,1940年,
小町 鈴代,こまち すずよ,2月10日,大阪府,,,,,1938年,
舞鶴 あさひ,まいづる あさひ,8月23日,岡山県,大阪府立大手前高等女学校,母親が命名,ナンバ,,1942年,
香椎 多美子,かしい たみこ,7月12日,東京都,,,,,1938年,
竹内 加詠子,たけうち かえこ,11月29日,大阪府,,,,,1940年,
朝山 ひろか,あさやま ひろか,9月13日,東京都,,,,,1942年,
大利根 波子,おおとね なみこ,8月12日,東京都,,,,,1939年,
筑紫 梅子,つくし うめこ,3月9日,福岡県北九州市門司区,,,,,1939年,
菊 秀美,きく ひでみ,,東京都,泰明尋常小学校,,ハナコ,,1939年,
廣野 みどり,ひろの みどり,3月13日,東京都,,,モンちゃん,,1945年,
月尾 靖子,つきお やすこ,11月9日,東京都,,,,,1944年,
芳野 宮子,よしの みやこ,12月22日,広島県,,,,,1938年,
