芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
天津 乙女,あまつ おとめ,10月9日,東京都千代田区,青山小学校,百人一首より小林一三が命名,エイコ,男役,1980年,東京都出身者初の入団妹は雲野かよ子・池邊鶴子1948年宝塚歌劇団理事日本舞踊・藤間乙女在団中に死去
有明 月子,ありあけ つきこ,12月18日,大阪府大阪市北区,,百人一首,,男女両役,1926年に一度退団後復帰後1931年,横沢三郎夫人娘は二代目・有明月子
關守 千鳥,せきもり ちどり,3月15日,東京都千代田区,仏英和高等女学校,百人一首,,,1921年,俳優・東榮子
初瀬 音羽子,はつせ おとわこ,2月7日,秋田県,東京高等女学校,百人一首　,,両役,1928年,俳優・初瀬乙羽
久方 靜子,ひさかた しずこ,3月7日,東京都北区,瀧野川小学校,百人一首,,娘役,1926年,
松帆 浦子,まつほ うらこ,1月17日,神奈川県,,百人一首,,,1922年,　 　　 　
和田 久子,わだ ひさこ,4月14日,大阪府,,百人一首　,,,1922年,
生野 道子,いくの みちこ,,大阪府大阪市福島区,,百人一首,,男役,1927年,　
笹原 いな子,ささはら いなこ,,兵庫県西宮市,西宮女子技藝學校,百人一首,,娘役,1929年,
龍田 神代,たつた かみよ,,,,百人一首,,,1927年,
