芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
真城 隆子,まき りゅうこ,1月7日,東京都,江北高等学校,隆々と城が聳え立っている,クロちゃん,,1969年,
松風 嶺子,まつかぜ れいこ,5月2日,東京都,麹町学園,,スミレちゃん,,1964年,
松原 三保,まつばら みほ,8月7日,静岡県吉原市,吉原第一中学校,,マアちゃん,,1967年,
松保 美砂,まつほ みさ,8月30日,千葉県松戸市,東京女子高等学校,百人一首,ママタッチン,,1965年,
三久 良由美,みくら ゆみ,6月26日,東京都,名古屋金城学院高等学校,尊師が命名,ジュンちゃんジュンコ,,1966年,
水 はやみ,みず はやみ,2月3日,満州新京市,大阪女学院,百人一首,メガンオミズ,男役,1973年,
水町 美穂,みずまち みほ,8月15日,愛知県名古屋市,聖霊学園,家族で考案,タケミ,,1965年,
水上 千弥,みなかみ せんや,10月19日,大阪府柏原市,樟蔭学園,父が命名,センちゃん,,1967年,
美保川 千里,みほかわ ちさと,1月14日,大阪府大阪市,玉津中学校,尊師が命名,フサちゃん,,1963年,姉は十和三千代妹は高宮沙千姪は高宮千夏・高宮里菜
紫 しのぶ,むらさき しのぶ,3月4日,岡山県吉備郡,三陽学園,,ヨシミ,,1965年,改名後・紫麻里子（むらさき まりこ）
萌 いづる,もえ いづる,4月7日,兵庫県芦屋市,芦屋市立山手中学校,百人一首,ウメちゃんうめどん,,1969年,
八島 佐知,やしま さち,8月27日,大阪府大阪市,殿馬場中学校,芸能面だけではなく人間として幸せであるように,エノちゃんブコ,,1967年,
八代 由美,やしろ ゆみ,3月31日,大阪府大阪市,城南高等学校,本名,由美ちゃん,,1964年,娘は三杉千佳
八 千代環,やちよ たまき,3月23日,東京都,横須賀緑ヶ丘学院高等部,いつまでも三浦環のように歌い続けられるように,ケイコ,,1966年,俳優・流けい子義母は小夜福子息子はミュージシャン・東郷宇
山城 由里,やましろ ゆり,1月19日,和歌山県和歌山市,豊中高等学校,家族で考案,ボウヤ,,1966年,
由比 碧,ゆい みどり,9月13日,神奈川県鎌倉市,鎌倉女学院高等科,出身地の海岸に因む,トモコちゃん,,1965年,妹は東路光
由 起瞳,ゆき ひとみ,11月21日,大阪府大阪市,東大谷高等学校,,タエコタエちゃん,,1968年,
雪城 ちづる,ゆきしろ ちづる,1月30日,大阪府大阪市,樟蔭学園,知人が命名,ベビー,,1967年,娘は苑宮令奈
吉本 雅美,よしもと まさみ,9月30日,兵庫県,神戸松蔭女子高等学校,,カヨコ,,1965年,改名後・吉本佳世子（よしもと かよこ）
