芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
藍えりな,あい えりな,8月21日,兵庫県伊丹市,園田学園,家族で考案,ヨシコちゃん,娘役,1987年,宝塚歌劇団振付家・藍エリナ
明空瑠美,あけぞら るみ,8月2日,大阪府,梅花学園,本名,ルミコ,,1970年,
亜沙かおり,あさ かおり,2月21日,神奈川県,フェリス女学院,自分で考案,モロトコちゃん,,1971年,現姓名・山之内敏子。夫の山之内光雄と喫茶店経営・トラック運転手などを経て荏原交通株式会社タクシー乗務員。2016年3月21日、日本テレビ系『しゃべくり007×1分間の深イイ話『女が憧れる女性』合体SP!』に出演。
麻樹こずえ,あさぎ こずえ,1月21日,兵庫県神戸市生田区,親和学園,家族で考案,コズエちゃんおサルちゃん,,1976年,
浅桐万紀子,あさぎり まきこ,11月23日,東京都,大東学園,母が命名,チーちゃんチヅコちゃん,,1968年,
芦原みか,あしわら みか,6月6日,熊本県,尚絅学園,家族で考案,リョウコ,,1972年,
明日香みやこ,あすか みやこ,2月27日,兵庫県神戸市,芦屋女子学園,万葉集,マイティ/バッシャン,男役,1987年,改名後・明日香都（あすか みやこ）/父は声楽家・小橋潔歌手
梓千代子,あずさ ちよこ,8月26日,愛知県,愛知淑徳学園,好きな字を集める,ナカちゃんメダカ,,1971年,娘はあゆら華央
幾代ひかる,いくよ ひかる,6月27日,東京都,,本名,オジャガ,,1974年,
斎美緒,いつき みお,7月13日,東京都,川村学園,姉が命名,キータン,,1973年,
伊吹弥生,いぶき やよい,2月11日,大阪府,樟蔭高等学校,伊吹山,ワカちゃん,,1973年,改名後・伊吹のぼる（いぶき のぼる）
浦路夏子,うらじ なつこ,7月6日,東京都,鶴見女子学園,母と考案,クニちゃん/クニコ,,1977年,日本舞踊・花柳恵妙/コープこうべジャズダンス講師
麗美花,うらら みか,5月27日,大阪府泉大津市,四天王寺学園中学校,好きな字を集める,ミッコちゃんトマトちゃん,,1976年,
鳳三千代,おおとり みちよ,4月29日,鹿児島県,甲陵中学校,尊師が命名,オキリ,,1969年,姉は潮洋子妹は渚かほる
織江みち,おりえ みち,1月18日,大阪府,信愛女学院,本名,バタちゃん,,1969年,
