芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
青桐 しげみ,あおぎり しげみ,2月3日,,,,オタカ,娘役,1940年,
安藝 幸代,あき さちよ,7月15日,広島県広島市,,,,,1938年,
浅香 多絵子,あさか たえこ,2月21日,,,,,,1934年,
朝妻 しか子,あさづま しかこ,5月25日,東京都港区,,,,,1937年,
足柄 孝子,あしがら たかこ,5月25日,鳥取県,,,,,1938年,
芦辺 慶子,あしべ けいこ,9月25日,山口県,,,,,1937年,
在原 達子,ありはら さとこ,3月6日,,,,,,1937年,
阿波 禮子,あわ れいこ,11月12日,兵庫県西宮市,,,キャンさん,,1941年,
磯 小浪,いそ こなみ,2月8日,,,,,,1937年,
一條 京子,いちじょう きょうこ,1月28日,,,,兄さんお兄ちゃん,娘役,1939年,
糸井 しだれ,いとい しだれ,9月21日,大阪府大阪市中央区,茨木高等女学校,,ミヤス,娘役,1945年,姪は二代目・糸井しだれ
糸見 綾子,いとみ あやこ,10月20日,,,,,,1933年,
氏原 節子,うじはら せつこ,12月23日,大阪府大阪市,,,,,1943年,　
打吹 たもと,うちぶき たもと,11月15日,鳥取県倉吉市,倉吉成徳学校,高砂松子が出生地・打吹公園の名をとって命名,ヨネちゃん,男役,1972年,改名後・打吹美砂（うちぶき みさ）
浦船 吉子,うらぶね よしこ,1月13日,,,,,,1935年,
大海 廣子,おおうみ ひろこ,1月4日,,,,,,1936年,
大峯 杉子,おおみね すぎこ,6月11日,大阪府,,,ナカス,,1941年,
小田野 巻子,おのだ まきこ,3月16日,,,,,,1935年,
香宮 玲子,かみや れいこ,1月14日,,,,,,1934年,
加茂野 瑞子,かもの みずこ,,,,,,,1932年,改名後・加茂野みづ子（かもの みづこ）
草場 咲耶,くさば さくや,1月21日,兵庫県神戸市,神戸市立第一高等女学校,宝塚音楽学校で命名して貰う,アズン,男役,1942年,
小春 涼子,こはる すずこ,8月25日,大阪府大阪市,梅花高等女学校,,オミヅ,娘役,1940年,
狭衣 なか子,さごろも なかこ,12月12日,,,,,,1937年,
左近 八重子,さこん やえこ,8月18日,兵庫県神戸市,東京府立第五高等女學校,,サアちゃん,娘役,1940年,改名後・水乃也清美（みずのや きよみ）叔母は水谷八重子
里見 志津子,さとみ しづこ,7月2日,,,,,,1937年,改名後・里見静子（さとみ しづこ）
式部 若子,しきぶ わかこ,1月13日,東京都,,,ウエちゃん,,1941年,
白雲 嶺子,しらくも みねこ,10月18日,,,,,,1936年,
白鷺 光子,しらさぎ みつこ,7月15日,,,,,,1937年,
銀 鈴音,しろがね すずね,9月21日,大阪府大阪市,,,コイチャン,娘役,1943年,
高原 大和,たかはら やまと,1月3日,兵庫県神戸市,,,しいちゃん,娘役,1941年,
寶路 郁子,たからじ いくこ,7月28日,兵庫県,,,,,1939年,改名後・寶路みのる（たからじ みのる）
瀧津 とせ子,たきつ とせこ,6月30日,兵庫県,,,,娘役,1939年,改名前は瀧津はやせ（たきつ はやせ）・瀧津はやみ（たきつ はやみ）
竹野 松子,たけの まつこ,3月9日,兵庫県神戸市,,,,,1938年,
竹宮 嘉久子,たけみや かくこ,3月11日,東京都,,,ミヤサクビヤーツク,,1941年,改名後・竹美喜久子（たけみ きくこ）
玉葉 輝子,たまは てるこ,7月10日,広島県,,,シャクさんツーちゃん,,1939年,
秩夫 晴世,ちちぶ はるよ,10月2日,京都府京都市,大阪市桜宮尋常高等小学校,実兄が命名,ウラちゃんウラ子,娘役,1946年,改名後・秩父晴世（ちちぶ はるよ）
千舟 町子,ちぶね まちこ,,,,,,,1933年,
都賀 豊子,つが とよこ,4月1日,石川県金沢市,大阪府立泉尾高等女学校,,コシャンコシちゃん,男役,1941年,
月野 花子,つきの はなこ,5月11日,兵庫県神戸市中央区,西宮大社尋常高等小学校,,ヤギヒロコヤギヒロちゃん,娘役,1940年,
常夏 君枝,とこなつ きみえ,11月26日,東京都,,,,,1938年,改名後・常夏多枝子（とこなつ たえこ）
轟 夕起子,とどろき ゆきこ,9月11日,東京都港区,京都府立第二高等女学校,山田耕筰が命名,トルコ鼠,娘役,1937年,女優
名草 艶子,なぐさ つやこ,6月7日,和歌山県和歌山市,,,チビちゃん,,1940年,改名後・名草久美子（なぐさ くみこ）
浪路須 磨子,なみじ すまこ,6月6日,兵庫県神戸市,,,,,1939年,
二條 宮子,にじょう みやこ,8月11日,秋田県,大阪音楽学校,,セガワさん,娘役,1942年,夫は金光嗣郎
花池 えみ子,はないけ えみこ,10月24日,大阪府大阪市,,,,,1938年,
花殿 うたげ,はなどの うたげ,6月3日,,,,,,1939年,
人丸 俊子,ひとまる としこ,12月28日,兵庫県神戸市,,,,,1939年,
槇 蓉子,まき ようこ,7月8日,,,,,,1935年,姉は玉川清子、妹は霞千恵子姪は尚すみれ
松並 和枝,まつなみ かずえ,12月20日,,,,,,1935年,
御影 園子,みかげ そのこ,11月24日,,,,,,1935年,娘は若原三千
瑞垣 久世,みずがき ひさよ,10月4日,,,,,,1936年,
水間 扶美子,みずま ふみこ,4月6日,大阪府大阪市,,,,,1938年,退団後は歌手・服部富子実兄は服部良一甥は服部克久姪孫は服部隆之
壬生 杏子,みぶ きょうこ,11月24日,,,,,,1934年,
宮居 マサ子,みやい まさこ,8月6日,兵庫県西宮市,,,ノラちゃん,男役,1943年,改名後・宮居昌子（みやい　まさこ）
紫 藤子,むらさき ふじこ,7月12日,山口県,,,イマさん,,1941年,
桃園 ゆみか,ももぞの ゆみか,3月19日,長崎県,諫早尋常高等小學校,,アサノ,娘役,1945年,夫は歌手の伊藤久男娘は日月三禮
屋島 經子,やしま つねこ,10月5日,大阪府,三軒家尋常小学校,実兄が命名,キタさんキタコ,,1940年,改名後・江川鈴代（えがわ すずよ）
八千代 治子,やちよ はるこ,5月20日,,,,お爺ちゃん,娘役,1938年,
夕映 あかね,ゆうばえ あかね,1月20日,東京都,,,,娘役,1946年,
有川 恒子,ありかわ つねこ,3月31日,京都府,,,下り目,,1941年,姉は松野友子娘は千草美景
高野 みや子,たかの みやこ,9月20日,兵庫県宝塚市,,,,娘役,1938年,
